loan_id,application_id,customer_id,loan_amount,interest_rate,term_months,start_date,maturity_date,loan_status,monthly_payment
LOAN0000100,APP0002162,CUST0001820,17072.15,7.25,12,2022-07-04,2023-07-04,Paid Off,1479.17
LOAN0000101,APP0000664,CUST0001658,23135.99,8.73,60,2025-12-01,2030-12-01,Active,477.24
LOAN0000102,APP0001174,CUST0001600,84026.97,9.42,84,2024-01-05,2031-01-04,Delinquent,1369.9
LOAN0000103,APP0002376,CUST0001576,14391.74,8.15,72,2025-07-25,2031-07-25,Active,253.39
LOAN0000104,APP0002407,CUST0001087,20057.38,7.61,60,2026-03-12,2031-03-12,Defaulted,402.96
LOAN0000105,APP0000210,CUST0000218,3981.03,10.69,48,2022-09-26,2026-09-26,Active,102.29
LOAN0000106,APP0002340,CUST0000114,28065.69,6.14,24,2023-10-14,2025-10-13,Paid Off,1245.66
LOAN0000107,APP0000759,CUST0001679,27860.7,5.86,12,2025-03-05,2026-03-05,Paid Off,2396.08
LOAN0000108,APP0001801,CUST0000721,14787.77,6.57,24,2026-01-11,2028-01-11,Delinquent,659.21
LOAN0000109,APP0001276,CUST0000028,30019.41,10.63,48,2025-10-20,2029-10-20,Active,770.48
LOAN0000110,APP0002375,CUST0000879,15919.07,7.91,72,2024-05-09,2030-05-09,Delinquent,278.41
LOAN0000111,APP0001076,CUST0000233,12003.05,8.17,72,2022-05-12,2028-05-11,Defaulted,211.45
LOAN0000112,APP0000724,CUST0000731,68599.33,9.03,36,2022-10-23,2025-10-22,Paid Off,2182.4
LOAN0000113,APP0002693,CUST0000350,9080.02,6.56,36,2026-07-09,2029-07-08,Active,278.54
LOAN0000114,APP0001703,CUST0001608,1720.82,,36,2026-04-18,2029-04-17,Active,60.52
LOAN0000115,APP0002676,CUST0001373,26636.04,6.93,48,2025-05-18,2029-05-18,Active,636.97
LOAN0000116,APP0002428,CUST0001562,32533.74,8.16,60,2025-05-02,2030-05-02,Active,662.16
LOAN0000117,APP0001086,CUST0001603,1803.54,14.12,60,2022-07-31,2027-07-31,Active,42.08
LOAN0000118,APP0000080,CUST0000674,-25497.13,13.11,72,2021-12-06,2027-12-06,Active,513.31
LOAN0000119,APP0002287,CUST0001120,1714.85,11.4,48,2024-07-19,2028-07-19,Active,44.66
LOAN0000120,APP0002967,CUST0001271,2684.65,12.01,48,2026-08-28,2030-08-28,Active,70.71
LOAN0000121,APP0000449,CUST0000759,30124.66,5.61,84,2026-05-23,2033-05-22,Active,434.47
LOAN0000122,APP0001471,CUST0000588,12066.12,6.51,48,2022-06-05,2026-06-05,Paid Off,286.2
LOAN0000123,APP0002252,CUST0000055,2521.39,10.43,24,2025-08-21,2027-08-21,Active,116.85
LOAN0000124,APP0000113,CUST0001694,95530.28,10.9,36,2025-11-15,2028-11-14,Active,3123.02
LOAN0000125,APP0000493,CUST0001871,2392.33,11.82,12,2021-11-10,2022-11-10,Paid Off,212.35
LOAN0000126,APP0001382,CUST0001193,31068.53,8.39,24,2025-03-15,2027-03-15,Active,1410.68
LOAN0000127,APP0001210,CUST0000160,39597.18,7.18,36,2023-03-06,2026-03-05,Paid Off,1225.91
LOAN0000128,APP0000420,CUST0000046,9021.19,9.81,60,2023-05-19,2028-05-18,Defaulted,190.83
LOAN0000129,APP0002500,CUST0000185,26504.52,8.63,24,2022-06-13,2024-06-12,Paid Off,1206.36
LOAN0000130,APP0001056,CUST0001106,4405.63,7.43,36,2026-08-28,2029-08-27,Active,136.9
LOAN0000131,APP0000343,CUST0000390,3086.43,12.75,36,2021-10-18,2024-10-17,Paid Off,103.62
LOAN0000132,APP0002171,CUST0000998,24690.68,7.86,72,2024-08-18,2030-08-18,Active,431.22
LOAN0000133,APP0000577,CUST0001132,34316.63,9.1,24,2026-05-14,2028-05-13,Active,1569.32
LOAN0000134,APP0002758,CUST0000942,1644.53,16.08,12,2024-07-22,2025-07-22,Paid Off,149.27
LOAN0000135,APP0001081,CUST0000781,15277.39,7.8,48,2024-11-11,2028-11-11,Defaulted,371.53
LOAN0000136,APP0002418,CUST0000513,28601.1,9.41,48,2022-07-03,2026-07-03,Paid Off,717.32
LOAN0000137,APP0002633,CUST0000198,21943.48,6.24,12,2022-07-15,2023-07-15,Paid Off,1891.02
LOAN0000138,APP0002700,CUST0000172,1413.5,12.61,60,2024-10-09,2029-10-09,Active,31.88
LOAN0000139,APP0000214,CUST0001015,7240.83,13.87,36,2023-01-10,2026-01-09,Paid Off,247.02
LOAN0000140,APP0000233,CUST0001591,23325.39,8.65,48,2026-02-06,2030-02-06,Active,576.58
LOAN0000141,APP0002622,CUST0001450,47147.36,7.46,48,2026-02-10,2030-02-10,Active,1139.09
LOAN0000142,APP0001009,CUST0001336,55888.43,7.2,12,2023-08-30,2024-08-29,Paid Off,4841.0
LOAN0000143,APP0000464,CUST0001138,16767.12,7.21,24,2026-02-16,2028-02-16,Defaulted,752.3
LOAN0000144,APP0002398,CUST0001919,11340.05,6.12,36,2026-02-06,2029-02-05,Active,345.6
LOAN0000145,APP0000670,CUST0001661,8350.32,6.43,24,2022-10-29,2024-10-28,Paid Off,371.71
LOAN0000146,APP0002354,CUST0001023,2891.99,12.04,24,2023-08-30,2025-08-29,Paid Off,136.19
LOAN0000147,APP0001507,CUST0000854,-15688.73,10.03,36,2023-01-15,2026-01-14,Paid Off,506.45
LOAN0000148,APP0001569,CUST0001024,2230.82,8.53,36,2024-05-06,2027-05-06,Active,70.45
LOAN0000149,APP0000693,CUST0001646,17132.69,11.93,72,2025-07-30,2031-07-30,Active,334.32
LOAN0000150,APP0001379,CUST0001220,6399.13,7.22,48,2026-07-04,2030-07-04,Active,153.89
LOAN0000151,APP0002621,CUST0000362,56149.92,4.92,72,2022-04-19,2028-04-18,Active,902.21
LOAN0000152,APP0001700,CUST0001009,25751.61,7.7,36,2021-12-30,2024-12-29,Paid Off,803.4
LOAN0000153,APP0001510,CUST0000748,37619.48,5.84,36,2023-10-01,2026-09-30,Active,1141.73
LOAN0000154,APP0001796,CUST0001029,1829.73,14.8,36,2024-09-25,2027-09-25,Active,63.25
LOAN0000155,APP9496987,CUST0001817,2008.07,13.82,12,2022-06-20,2023-06-20,Paid Off,180.13
LOAN0000156,APP0001713,CUST0001870,10526.64,9.18,24,2025-10-06,2027-10-06,Active,481.78
LOAN0000157,APP0000168,CUST0000764,9520.33,8.19,12,2022-03-14,2023-03-14,Paid Off,829.0
LOAN0000158,APP0001220,CUST0001909,15705.98,8.77,60,2025-01-22,2030-01-22,Active,324.28
LOAN0000159,APP0000400,CUST0000074,18808.58,8.16,36,2026-05-18,2029-05-17,Defaulted,590.78
LOAN0000160,APP0001302,CUST0000948,34438.18,9.43,12,2021-09-09,2022-09-09,Paid Off,3018.54
LOAN0000161,APP0001740,CUST0001312,8716.83,7.6,60,2026-03-17,2031-03-17,Active,175.08
LOAN0000162,APP0001928,CUST0000927,6745.15,7.58,24,2023-06-25,2025-06-24,Paid Off,303.77
LOAN0000163,APP0001820,CUST0001940,28271.65,10.54,72,2026-01-05,2032-01-05,Active,531.49
LOAN0000164,APP0000683,CUST0001678,5392.81,6.28,60,2026-06-01,2031-06-01,Active,104.96
LOAN0000165,APP0000182,CUST0000543,-42666.68,6.25,36,2025-10-12,2028-10-11,Active,1302.84
LOAN0000166,APP0001258,CUST0000281,42772.95,5.65,24,2026-03-12,2028-03-11,Active,1888.98
LOAN0000167,APP0002854,CUST0000249,12630.76,8.45,84,2022-01-28,2029-01-27,Active,199.71
LOAN0000168,APP0002053,CUST0001393,32885.97,7.42,60,2026-08-12,2031-08-12,Active,657.72
LOAN0000169,APP0000095,CUST0000395,10887.5,6.43,72,2024-09-23,2030-09-23,Delinquent,182.66
LOAN0000170,APP0000565,CUST0001696,10724.89,10.04,12,2023-03-04,2024-03-03,Paid Off,943.09
LOAN0000171,APP0000415,CUST0000198,16481.82,7.24,48,2023-10-02,2027-10-02,Active,396.52
LOAN0000172,APP0000823,CUST0000347,-18855.22,8.75,24,2026-05-09,2028-05-08,Active,859.23
LOAN0000173,APP0000807,CUST0000237,2556.49,,36,2025-01-17,2028-01-17,Active,87.2
LOAN0000174,APP0000388,CUST0000478,14826.13,7.58,12,2022-12-10,2023-12-10,Paid Off,1286.82
LOAN0000175,APP0001147,CUST0001318,6320.08,6.43,60,2022-09-22,2027-09-22,Active,123.45
LOAN0000176,APP0000330,CUST0001886,5646.87,8.37,48,2026-01-28,2030-01-28,Active,138.84
LOAN0000177,APP0002539,CUST0001402,13583.16,7.61,60,2024-12-26,2029-12-26,Active,272.89
LOAN0000178,APP0000124,CUST0001260,4838.86,14.43,24,2024-05-11,2026-05-11,Paid Off,233.31
LOAN0000179,APP0002083,CUST0001569,,6.52,84,2022-12-15,2029-12-14,Active,65.53
LOAN0000180,APP0000107,CUST0001381,11262.97,5.06,36,2026-05-07,2029-05-06,Active,337.86
LOAN0000181,APP0002051,CUST0000316,16279.03,10.29,84,2024-04-28,2031-04-28,Active,272.7
LOAN0000182,APP0001183,CUST0001186,31204.73,6.38,48,2023-03-23,2027-03-23,Active,738.29
LOAN0000183,APP0000950,CUST0001313,1634.41,10.4,24,2024-09-03,2026-09-03,Active,75.72
LOAN0000184,APP0000846,CUST0001883,1839.53,12.63,60,2024-09-01,2029-09-01,Active,41.51
LOAN0000185,APP0000258,CUST0000563,10535.82,5.72,48,2026-02-15,2030-02-15,Active,246.08
LOAN0000186,APP0001865,CUST0001428,1896.43,12.79,24,2024-03-07,2026-03-07,Paid Off,89.97
LOAN0000187,APP0001779,CUST0001538,29618.73,9.59,24,2023-08-30,2025-08-29,Paid Off,1361.16
LOAN0000188,APP0002985,CUST0001477,8030.63,9.01,84,2023-12-08,2030-12-07,Active,129.25
LOAN0000189,APP0001458,CUST0000683,55646.1,10.41,84,2023-09-24,2030-09-23,Active,935.62
LOAN0000190,APP0000088,CUST0000404,86628.86,6.72,48,2025-04-12,2029-04-12,Active,2063.2
LOAN0000191,APP0002197,CUST0001614,13976.11,8.75,24,2022-11-24,2024-11-23,Paid Off,636.89
LOAN0000192,APP0000040,CUST0000849,32577.49,7.39,36,2022-07-31,2025-07-30,Paid Off,1011.72
LOAN0000193,APP0000295,CUST0000057,3532.19,12.27,24,2025-05-24,2027-05-24,Active,166.72
LOAN0000194,APP0001918,CUST0000929,13423.96,5.95,48,2024-08-10,2028-08-10,Active,314.95
LOAN0000195,APP0000021,CUST0001634,8766.21,6.76,36,2023-07-10,2026-07-09,Paid Off,269.71
LOAN0000196,APP0001523,CUST0001705,47973.1,9.51,36,2025-10-15,2028-10-14,Active,1536.94
LOAN0000197,APP0001307,CUST0001411,1072.17,15.01,60,2021-10-29,2026-10-29,Active,25.51
LOAN0000198,APP0000730,CUST0000870,11016.65,5.88,84,2025-02-21,2032-02-21,Active,160.3
LOAN0000199,APP0001671,CUST0001863,1703.18,,24,2022-03-08,2024-03-07,Paid Off,76.51
LOAN0000200,APP0001916,CUST0001707,14168.84,9.66,36,2023-08-19,2026-08-18,Paid Off,454.93
LOAN0000201,APP0000851,CUST0000291,1572.42,15.37,48,2023-09-29,2027-09-29,Active,44.06
LOAN0000202,APP0000656,CUST0001483,234989.14,10.07,24,2024-10-15,2026-10-15,Delinquent,10851.15
LOAN0000203,APP0002715,CUST0001262,28372.03,6.26,36,2023-07-01,2026-06-30,Paid Off,866.48
LOAN0000204,APP0002558,CUST0001520,16874.69,11.94,12,2025-06-22,2026-06-22,Paid Off,1498.82
LOAN0000205,APP0001328,CUST0001713,6517.79,7.13,12,2022-06-15,2023-06-15,Paid Off,564.35
LOAN0000206,APP0002938,CUST0001173,59560.27,6.44,60,2023-06-21,2028-06-20,Active,1163.69
LOAN0000207,APP0001425,CUST0000771,7683.91,6.15,36,2022-05-07,2025-05-06,Paid Off,234.28
LOAN0000208,APP0001483,CUST0000233,18638.24,6.54,60,2025-04-07,2030-04-07,Active,365.03
LOAN0000209,APP0000407,CUST0000105,123225.88,5.96,12,2022-10-06,2023-10-06,Paid Off,10603.35
LOAN0000210,APP0002507,CUST0001593,12570.86,6.6,48,2026-01-26,2030-01-26,Active,298.7
LOAN0000211,APP0002751,CUST0000532,4736.69,11.66,48,2024-05-12,2028-05-12,Active,123.95
LOAN0000212,APP0002668,CUST0000666,500.0,16.92,60,2022-01-12,2027-01-12,Defaulted,12.4
LOAN0000213,APP0000003,CUST0001462,132351.41,6.67,24,2022-09-21,2024-09-20,Paid Off,5905.93
LOAN0000214,APP0001154,CUST0001262,13047.34,5.68,48,2021-10-28,2025-10-28,Paid Off,304.51
LOAN0000215,APP0001853,CUST0000529,1797.05,13.44,72,2024-10-20,2030-10-20,Active,36.49
LOAN0000216,APP0001750,CUST0001431,68640.9,7.78,24,2024-03-14,2026-03-14,Paid Off,3097.56
LOAN0000217,APP0002674,CUST0001201,1137.1,14.13,24,2023-08-29,2025-08-28,Paid Off,54.67
LOAN0000218,APP0002086,CUST0001681,500.0,11.93,36,2025-07-28,2028-07-27,Delinquent,16.59
LOAN0000219,APP0000304,CUST0001464,28585.65,7.77,84,2024-10-14,2031-10-14,Active,442.27
LOAN0000220,APP0000633,CUST0000859,24844.08,7.2,24,2025-03-24,2027-03-24,Active,1114.59
LOAN0000221,APP0002545,CUST0000370,6824.67,10.42,24,2024-02-19,2026-02-18,Paid Off,316.25
LOAN0000222,APP0002530,CUST0000336,129244.6,8.39,84,2022-01-31,2029-01-30,Active,2039.64
LOAN0000223,APP0000476,CUST0000448,30239.36,10.97,36,2026-06-16,2029-06-15,Active,989.57
LOAN0000224,APP0001609,CUST0001799,2286.71,15.68,24,2025-05-27,2027-05-27,Active,111.62
LOAN0000225,APP0001449,CUST0001841,2030.84,8.38,48,2024-07-29,2028-07-29,Delinquent,49.94
LOAN0000226,APP0001317,CUST0001964,156386.71,7.5,12,2025-06-27,2026-06-27,Paid Off,13567.71
LOAN0000227,APP0002055,CUST0000835,18040.69,9.99,36,2026-02-09,2029-02-08,Active,582.04
LOAN0000228,APP0000142,CUST0001886,22163.9,8.96,12,2022-04-14,2023-04-14,Paid Off,1937.85
LOAN0000229,APP0000567,CUST0001776,4340.45,7.46,48,2025-06-25,2029-06-25,Active,104.87
LOAN0000230,APP0002122,CUST0001759,11155.08,9.97,48,2025-12-01,2029-12-01,Active,282.76
LOAN0000231,APP0000943,CUST0001740,653.2,12.11,12,2026-03-11,2027-03-11,Active,58.07
LOAN0000232,APP0002248,CUST0001242,12372.8,11.27,48,2024-05-29,2028-05-29,Active,321.41
LOAN0000233,APP0000721,CUST0000219,8553.06,7.9,84,2024-04-01,2031-04-01,Active,132.88
LOAN0000234,APP0002261,CUST0000302,36185.82,10.34,36,2023-11-13,2026-11-12,Active,1173.4
LOAN0000235,APP0000188,CUST0000895,48967.63,11.68,84,2026-05-26,2033-05-25,Active,856.06
LOAN0000236,APP0000673,CUST0001896,47549.12,8.77,84,2022-03-14,2029-03-13,Defaulted,759.48
LOAN0000237,APP0000054,CUST0001502,56956.5,6.94,24,2025-06-28,2027-06-28,Active,2548.54
LOAN0000238,APP0000795,CUST0001954,47367.25,9.07,48,2025-06-30,2029-06-30,Active,1180.31
LOAN0000239,APP0001888,CUST0001775,5956.37,6.08,60,2025-10-15,2030-10-15,Active,115.38
LOAN0000240,APP0002174,CUST0000669,2306.53,16.11,60,2023-11-12,2028-11-11,Active,56.23
LOAN0000241,APP0001090,CUST0001536,951.73,14.93,60,2024-12-17,2029-12-17,Active,22.61
LOAN0000242,APP0002805,CUST0000952,79965.71,5.17,24,2023-05-06,2025-05-05,Paid Off,3514.3
LOAN0000243,APP0000881,CUST0001019,1902.09,11.73,72,2025-10-08,2031-10-08,Delinquent,36.92
LOAN0000244,APP0000903,CUST0000128,67575.38,8.48,24,2025-05-06,2027-05-06,Active,3071.07
LOAN0000245,APP0002561,CUST0001907,-8978.14,9.46,48,2025-02-16,2029-02-16,Active,225.39
LOAN0000246,APP0002779,CUST0001432,3805.71,8.6,72,2021-11-28,2027-11-28,Active,67.85
LOAN0000247,APP0001369,CUST0001635,17628.84,7.27,36,2025-12-03,2028-12-02,Active,546.51
LOAN0000248,APP0002078,CUST0001881,10678.95,8.21,48,2024-06-28,2028-06-28,Active,261.76
LOAN0000249,APP0002109,CUST0001057,3181.74,15.24,60,2023-07-26,2028-07-25,Active,76.09
LOAN0000250,APP0001795,CUST0001970,678.52,10.07,72,2026-06-02,2032-06-01,Active,12.59
LOAN0000251,APP0000473,CUST0001134,41973.91,8.68,36,2022-01-15,2025-01-14,Paid Off,1328.52
LOAN0000252,APP0000199,CUST0000782,,10.2,48,2025-01-02,2029-01-02,Delinquent,99.35
LOAN0000253,APP0001239,CUST0001984,26014.38,10.25,24,2024-01-10,2026-01-09,Paid Off,1203.44
LOAN0000254,APP0002163,CUST0000010,1651.99,16.02,12,2022-08-14,2023-08-14,Paid Off,149.9
LOAN0000255,APP0001368,CUST0001585,8777.52,7.79,12,2021-11-10,2022-11-10,Paid Off,762.69
