payment_id,loan_id,customer_id,due_date,payment_date,amount_due,amount_paid,days_late,payment_status
PAY0000051,LOAN0000676,CUST0001540,2023-07-11,2023-07-09,495.8,495.8,0.0,On-time
PAY0000052,LOAN0000564,CUST0000332,2022-11-24,2022-11-23,125.52,125.52,0.0,On-time
PAY0000053,LOAN0000582,CUST0001617,2026-08-23,2026-08-21,682.47,682.47,0.0,On-time
PAY0000054,LOAN0000641,CUST0001373,2024-08-17,2024-08-16,370.14,,0.0,On-time
PAY0000055,LOAN0000029,CUST0001341,2025-03-11,2025-03-10,133.49,133.49,0.0,On-time
PAY0000056,LOAN0001075,CUST0001360,2025-09-29,2025-10-30,3324.52,3324.52,31.0,Late
PAY0000057,LOAN0000969,CUST0001679,2026-07-31,,878.61,,,Missed
PAY0000058,LOAN0001158,CUST0001111,2025-08-29,2025-09-22,117.55,117.55,24.0,Late
PAY0000059,LOAN0000522,CUST0000819,2023-12-19,2023-12-19,2030.52,2030.52,0.0,On-time
PAY0000060,LOAN0000076,CUST0000812,2025-03-01,2024-06-23,121.09,121.09,0.0,On-time
PAY0000061,LOAN0000825,CUST0000904,2025-05-29,2025-05-29,343.23,343.23,0.0,On-time
PAY0000062,LOAN0001008,CUST0000596,2025-05-11,2025-05-09,987.32,987.32,0.0,ON-TIME
PAY0000063,LOAN0000092,CUST0000456,2024-06-06,2024-06-04,81.57,81.57,0.0,On-time
PAY0000064,LOAN0000146,CUST0001023,2024-02-29,2024-02-27,136.19,136.19,0.0,On-time
PAY0000065,LOAN0000105,CUST0000218,2023-01-26,2023-01-26,102.29,102.29,0.0,On-time
PAY0000066,LOAN0001142,CUST0000255,2024-09-14,2024-09-12,36.6,36.6,0.0,On-time
PAY0000067,LOAN0000377,CUST0000570,2026-06-22,2026-06-20,476.59,476.59,0.0,On-time
PAY0000068,LOAN0000091,CUST0001744,2026-07-27,2026-07-27,193.57,193.57,0.0,On-time
PAY0000069,LOAN0000923,CUST0001262,2025-07-13,2025-07-12,748.32,748.32,0.0,On-time
PAY0000070,LOAN0001121,CUST0000590,2025-07-11,2025-07-10,1152.59,1152.59,0.0,On-time
PAY0000071,LOAN0000954,CUST0001129,2023-02-08,,4697.24,0.0,,Missed
PAY0000072,LOAN0000612,CUST0000674,2026-04-12,2026-04-12,1099.42,1099.42,0.0,On-time
PAY0000073,LOAN0000695,CUST0000746,2023-06-03,2023-06-02,412.74,412.74,0.0,On-time
PAY0000074,LOAN0000668,CUST0001694,2025-10-21,2025-10-19,1267.84,1267.84,0.0,On-time
PAY0000075,LOAN0000403,CUST0001248,2026-02-12,2026-02-10,209.6,176.67,0.0,Partial
PAY0000076,LOAN0000148,CUST0001024,2024-10-05,2024-11-10,70.45,70.45,36.0,Late
PAY0000077,LOAN0000288,CUST0001299,2024-06-11,,104.31,104.31,0.0,On-time
PAY0000078,LOAN0000181,CUST0000316,2026-01-27,2026-01-26,272.7,272.7,0.0,ON-TIME
PAY0000079,LOAN0001167,CUST0001223,2023-03-09,2023-03-08,412.03,166.54,0.0,Partial
PAY0000080,LOAN0000361,CUST0000210,2026-05-25,2026-05-25,34.16,34.16,0.0,On-time
PAY0000081,LOAN0000215,CUST0000529,2025-07-21,,36.49,0.0,,Missed
PAY0000082,LOAN0000889,CUST0001397,2025-09-15,2025-10-15,580.52,580.52,30.0,Late
PAY0000083,LOAN0000200,CUST0001707,2025-12-18,2025-12-17,454.93,454.93,0.0,On-time
PAY0000084,LOAN0000578,CUST0001865,2025-07-06,2025-08-02,271.9,271.9,27.0,Late
PAY0000085,LOAN0000743,CUST0001047,2026-08-08,2026-08-08,334.14,334.14,0.0,On-time
PAY0000086,LOAN0000715,CUST0001671,2023-07-17,2023-08-16,741.31,741.31,30.0,Late
PAY0000087,LOAN0000693,CUST0000142,2026-05-20,2026-05-18,66.83,66.83,0.0,On-time
PAY0000088,LOAN0000585,CUST0001338,2023-10-20,2023-10-19,1154.96,1154.96,0.0,On-time
PAY0000089,LOAN0001011,CUST0000856,2023-12-31,,1293.6,0.0,,Missed
PAY0000090,LOAN0000410,CUST0000949,2024-10-16,2024-10-15,732.34,732.34,0.0,On-time
PAY0000091,LOAN0000257,CUST0000990,2026-03-20,2026-03-20,60.79,60.79,0.0,On-time
PAY0000092,LOAN0000758,CUST0001914,2023-09-01,,517.73,517.73,0.0,On-time
PAY0000093,LOAN0001074,CUST0001204,2022-09-10,2022-01-05,525.01,525.01,41.0,Late
PAY0000094,LOAN0000431,CUST0001490,2025-11-03,2025-11-02,397.02,397.02,0.0,On-time
PAY0000095,LOAN0000909,CUST0001131,2026-04-26,2026-04-26,80.88,80.88,0.0,On-time
PAY0000096,LOAN0001167,CUST0001223,2022-06-08,,412.03,,,Missed
PAY0000097,LOAN0000911,CUST0001601,2025-05-13,2025-05-12,578.93,578.93,0.0,On-time
PAY0000098,LOAN0000889,CUST0001397,2024-11-15,2024-11-14,580.52,580.52,0.0,On-time
PAY0000099,LOAN0000515,CUST0000769,2026-07-20,2026-07-19,212.52,212.52,0.0,On-time
PAY0000100,LOAN0000598,CUST0000095,2024-02-24,2024-02-22,194.99,194.99,0.0,On-time
PAY0000101,LOAN0000398,CUST0000420,2026-05-30,2026-05-30,35.24,35.24,0.0,On-time
PAY0000102,LOAN0000648,CUST0000078,2025-07-20,,141.5,0.0,,Missed
PAY0000103,LOAN0000665,CUST0000713,2023-11-15,,7107.97,0.0,,Missed
PAY0000104,LOAN0000696,CUST0000802,2022-09-12,2022-09-11,153.16,153.16,0.0,On-time
PAY0000105,LOAN0000226,CUST0001964,2026-01-26,2026-01-26,13567.71,13567.71,0.0,On-time
PAY0000106,LOAN0000725,CUST0001597,2022-11-08,2022-11-07,53.97,53.97,0.0,On-time
PAY0000107,LOAN0000669,CUST0000718,2026-01-11,2026-01-09,1401.04,1401.04,0.0,On-time
PAY0000108,LOAN0000497,CUST0001204,2026-05-16,,94.75,0.0,,Missed
PAY0000109,LOAN0000465,CUST0000192,2026-02-27,2026-02-27,174.62,174.62,0.0,On-time
PAY0000110,LOAN0000943,CUST0001081,2025-06-04,2025-06-04,895.38,895.38,0.0,On-time
PAY0000111,LOAN0000182,CUST0001186,2023-10-22,2023-10-20,738.29,738.29,0.0,On-time
PAY0000112,LOAN0000462,CUST0001188,2026-03-04,2026-03-02,267.14,267.14,0.0,On-time
PAY0000113,LOAN0000618,CUST0001261,2024-07-20,2024-07-19,531.26,531.26,0.0,On-time
PAY0000114,LOAN0000405,CUST0001706,2023-05-23,2023-05-23,569.76,569.76,0.0,On-time
PAY0000115,LOAN0000328,CUST0000645,2024-06-16,2024-07-19,391.62,391.62,33.0,Late
PAY0000116,LOAN0000058,CUST0000179,2024-12-27,2024-12-26,328.54,328.54,0.0,On-time
PAY0000117,LOAN0000995,CUST0000172,2024-03-27,2024-03-27,14.96,14.96,0.0,On-time
PAY0000118,LOAN0000870,CUST0001917,2024-12-27,2024-12-26,528.72,528.72,0.0,On-time
PAY0000119,LOAN0000426,CUST0000398,2026-05-29,2026-05-27,124.76,124.76,0.0,On-time
PAY0000120,LOAN0000073,CUST0001400,2025-01-07,2025-01-07,317.79,317.79,0.0,On-time
PAY0000121,LOAN0000586,CUST0000243,2026-08-16,2026-08-16,503.39,503.39,0.0,On-time
PAY0000122,LOAN0001014,CUST0000540,2026-07-19,2026-07-19,135.83,135.83,0.0,On-time
PAY0000123,LOAN0000605,CUST0001571,2023-08-28,,91.84,0.0,,Missed
PAY0000124,LOAN0000765,CUST0000587,2026-03-23,2026-03-23,29.14,29.14,0.0,On-time
PAY0000125,LOAN0000585,CUST0001338,2026-02-19,2026-02-19,1154.96,1154.96,0.0,on time
PAY0000126,LOAN0001088,CUST0000081,2024-11-02,2024-11-02,56.67,31.03,0.0,Partial
PAY0000127,LOAN0000186,CUST0001428,2024-07-07,2024-07-26,89.97,89.97,19.0,Late
PAY0000128,LOAN0000656,CUST0000323,2025-04-03,2025-04-03,56.87,56.87,0.0,On-time
PAY0000129,LOAN0000119,CUST0001120,2026-04-19,,44.66,0.0,,Missed
PAY0000130,LOAN0000015,CUST0000458,2025-05-05,2025-05-03,507.72,507.72,0.0,On-time
PAY0000131,LOAN0000040,CUST0001442,2025-07-14,2025-07-12,149.71,149.71,0.0,On-time
PAY0000132,LOAN0000198,CUST0000870,2025-09-22,2025-09-21,160.3,96.12,0.0,Partial
PAY0000133,LOAN0000613,CUST0000673,2023-11-20,2023-12-22,73.88,73.88,32.0,Late
PAY0000134,LOAN0000213,CUST0001462,2023-04-22,2023-04-22,5905.93,5905.93,0.0,On-time
PAY0000135,LOAN0000727,CUST0001874,2024-09-18,2024-09-17,218.1,148.65,0.0,Partial
PAY0000136,LOAN0000879,CUST0001635,2025-07-14,2025-07-14,409.13,192.09,0.0,Partial
PAY0000137,LOAN0000139,CUST0001015,2023-05-12,2023-06-21,247.02,247.02,40.0,LATE
PAY0000138,LOAN0000572,CUST0000072,2026-07-25,,508.09,0.0,,Missed
PAY0000139,LOAN0000167,CUST0000249,2023-09-29,2023-09-29,199.71,199.71,0.0,On-time
PAY0000140,LOAN0001020,CUST0000984,2026-05-16,2026-05-14,604.82,604.82,0.0,On-time
PAY0000141,LOAN0000519,CUST0000319,2025-04-22,2025-05-22,750.25,750.25,30.0,Late
PAY0000142,LOAN9449095,CUST0001721,2026-01-08,2026-01-07,566.26,566.26,0.0,On-time
PAY0000143,LOAN0000707,CUST0000083,2025-02-25,2025-02-25,1350.98,-1350.98,0.0,On-time
PAY0000144,LOAN0000620,CUST0001169,2026-07-04,2026-07-03,292.2,292.2,0.0,On-time
PAY0000145,LOAN0000714,CUST0000498,2023-10-23,2023-10-21,374.6,374.6,0.0,On-time
PAY0000146,LOAN0000549,CUST0001995,2022-11-14,2022-11-13,621.34,621.34,0.0,On-time
PAY0000147,LOAN0000649,CUST0001586,2026-07-04,2026-07-04,1098.69,356.67,0.0,Partial
PAY0000148,LOAN0000100,CUST0001820,2023-06-04,2023-06-28,1479.17,1479.17,24.0,Late
PAY0000149,LOAN0000791,CUST0000569,2025-03-24,,951.58,0.0,,Missed
PAY0000150,LOAN0000374,CUST0001958,2024-12-10,,312.28,0.0,,Missed
PAY0000151,LOAN0000471,CUST0001717,2022-11-28,2022-11-28,526.56,526.56,0.0,OK
PAY0000152,LOAN0000789,CUST0001225,2025-10-26,2025-10-24,4195.03,4195.03,0.0,On-time
PAY0000153,LOAN0000323,CUST0000319,2024-09-02,,176.2,0.0,,Missed
PAY0000154,LOAN0000892,CUST0000592,2025-05-29,2025-05-28,114.41,47.1,0.0,Partial
PAY0000155,LOAN0000585,CUST0001338,2025-11-19,,1154.96,,0.0,On-time
PAY0000156,LOAN0000058,CUST0000179,2026-01-27,2026-01-26,328.54,328.54,0.0,On-time
PAY0000157,LOAN0000542,CUST0001749,2023-12-02,2023-12-02,292.37,292.37,0.0,On-time
PAY0000158,LOAN0000960,CUST0000131,2023-07-18,2023-07-18,260.14,260.14,0.0,On-time
PAY0000159,LOAN0000126,CUST0001193,2026-06-15,2026-06-13,1410.68,1410.68,0.0,On-time
PAY0000160,LOAN0001111,CUST0001815,2025-01-05,2025-02-15,527.92,527.92,41.0,Late
PAY0000161,LOAN0000769,CUST0001127,2024-03-24,2024-03-22,908.61,908.61,0.0,On-time
PAY0000162,LOAN0001041,CUST0001455,2025-01-24,2025-01-22,63.76,63.76,0.0,On-time
PAY0000163,LOAN0000222,CUST0000336,2023-11-01,2023-11-01,2039.64,2039.64,0.0,On-time
PAY0000164,LOAN0000894,CUST0001899,2025-07-26,,698.5,0.0,,Missed
PAY0000165,LOAN0000554,CUST0001627,2026-01-03,2026-01-02,50.64,50.64,0.0,On-time
PAY0000166,LOAN0000098,CUST0001059,2026-05-17,2026-05-16,38.58,38.58,0.0,On-time
PAY0000167,LOAN0000823,CUST0000581,2025-11-15,2025-11-13,86.9,86.9,0.0,On-time
PAY0000168,LOAN0000450,CUST0001652,2026-08-09,2026-08-07,1227.89,1005.82,0.0,Partial
PAY0000169,LOAN0000942,CUST0001390,2023-08-23,,99.62,0.0,,Missed
PAY0000170,LOAN0000579,CUST0001918,2025-05-04,2025-05-02,51.21,51.21,0.0,On-time
PAY0000171,LOAN0000212,CUST0000666,2023-09-13,,12.4,0.0,,Missed
PAY0000172,LOAN0000415,CUST0001557,2024-10-26,2024-10-24,117.95,117.95,0.0,On-time
PAY0000173,LOAN0000565,CUST0000331,2025-06-01,2025-05-31,1367.16,1367.16,0.0,On-time
PAY0000174,LOAN0001157,CUST0000530,2025-07-08,2025-07-25,777.33,777.33,17.0,Late
PAY0000175,LOAN0000766,CUST0001847,2026-07-03,2026-07-02,663.73,663.73,0.0,On-time
PAY0000176,LOAN0000771,CUST0001203,2023-11-19,2023-11-19,1397.58,882.89,0.0,Partial
PAY0000177,LOAN0000056,CUST0001678,2024-09-02,2024-09-02,1141.35,1141.35,0.0,On-time
PAY0000178,LOAN0000911,CUST0001601,2025-01-11,2025-02-20,578.93,578.93,40.0,Late
PAY0000179,LOAN0000701,CUST0001802,2023-01-05,2023-01-04,361.35,361.35,0.0,On-time
PAY0000180,LOAN0000604,CUST0001463,2024-01-08,2024-01-06,1020.24,1020.24,0.0,On-time
PAY0000181,LOAN0000490,CUST0001717,2023-02-27,2023-02-25,79.31,79.31,0.0,On-time
PAY0000182,LOAN0000402,CUST0001325,2023-11-07,2023-11-07,166.02,166.02,0.0,On-time
PAY0000183,LOAN0000128,CUST0000046,2024-04-18,2024-05-12,190.83,190.83,24.0,Late
PAY0000184,LOAN0000679,CUST0001802,2024-10-31,2024-10-29,334.47,334.47,0.0,On-time
PAY0000185,LOAN0001115,CUST0000563,2024-10-07,2024-10-09,364.35,364.35,2.0,delayed
PAY0000186,LOAN0000433,CUST0001596,2023-09-25,2023-09-24,272.63,272.63,0.0,On-time
PAY0000187,LOAN0000619,CUST0000973,2023-01-08,2023-01-07,50.43,50.43,0.0,On-time
PAY0000188,LOAN0000930,CUST0001845,2026-05-10,2026-05-10,1635.47,1635.47,0.0,On-time
PAY0000189,LOAN0000157,CUST0000764,2022-09-13,2022-09-11,829.0,829.0,0.0,On-time
PAY0000190,LOAN0000152,CUST0001009,2023-07-01,2023-06-29,803.4,803.4,0.0,On-time
PAY0000191,LOAN0000637,CUST0000241,2023-04-10,2023-04-10,953.6,953.6,0.0,On Time
PAY0000192,LOAN0000987,CUST0000318,2025-06-17,2025-06-16,624.27,624.27,0.0,On-time
PAY0000193,LOAN0000377,CUST0000570,2024-06-21,2024-06-19,476.59,476.59,0.0,On-time
PAY0000194,LOAN0000419,CUST0001398,2024-12-11,2024-12-11,84.32,84.32,0.0,On-time
PAY0000195,LOAN0000579,CUST0001918,2026-02-02,2026-02-02,51.21,51.21,0.0,On-time
PAY0000196,LOAN0000351,CUST0000293,2025-07-16,,456.36,0.0,,Missed
PAY0000197,LOAN0000893,CUST0000309,2025-08-12,2025-08-11,707.83,707.83,0.0,On-time
PAY0000198,LOAN0000595,CUST0000267,2025-04-11,2025-04-09,516.29,516.29,0.0,On-time
PAY0000199,LOAN0000266,CUST0001209,2026-01-29,2026-01-29,569.51,569.51,0.0,On-time
PAY0000200,LOAN0000968,CUST0000752,2025-02-06,2025-02-06,603.86,603.86,0.0,On-time
PAY0000201,LOAN0000026,CUST0000646,2026-02-08,2026-02-11,455.75,455.75,3.0,Late
PAY0000202,LOAN0000835,CUST0000411,2025-07-05,2025-07-05,484.75,484.75,0.0,On-time
PAY0000203,LOAN0001036,CUST0001528,2026-08-08,2026-08-08,678.18,678.18,0.0,On-time
PAY0000204,LOAN0000928,CUST0000026,2023-08-14,2023-08-13,302.92,302.92,0.0,On-time
PAY0000205,LOAN0000550,CUST0001303,2025-06-20,2025-06-20,502.84,502.84,0.0,On-time
PAY0000206,LOAN0000521,CUST0001893,2024-08-04,2024-08-04,793.11,793.11,0.0,On-time
PAY0000207,LOAN0000769,CUST0001127,2023-10-23,2023-10-21,908.61,908.61,0.0,On-time
PAY0000208,LOAN0000470,CUST0000921,2024-08-03,2024-08-02,721.96,721.96,0.0,On-time
PAY0000209,LOAN0000386,CUST0001762,2025-12-24,2025-12-24,127.81,127.81,0.0,On-time
PAY0000210,LOAN0000407,CUST0000163,2024-06-26,2024-06-25,718.86,718.86,0.0,On-time
PAY0000211,LOAN0000118,CUST0000674,2023-02-05,2023-02-04,513.31,513.31,0.0,On-time
PAY0000212,LOAN0000775,CUST0000254,2025-12-06,2025-12-05,67.88,67.88,0.0,On-time
PAY0000213,LOAN0001108,CUST0001857,2024-07-03,2024-07-01,178.85,178.85,0.0,On-time
PAY0000214,LOAN0000337,CUST0000798,2022-04-24,2022-04-22,452.86,452.86,0.0,On-time
PAY0000215,LOAN0001061,CUST0001081,2023-11-22,2023-11-20,3743.95,3743.95,0.0,On-time
PAY0000216,LOAN0001010,CUST0000740,2025-06-24,2025-06-24,157.18,157.18,0.0,On-time
PAY0000217,LOAN0000695,CUST0000746,2025-04-03,2025-04-01,412.74,412.74,0.0,On-time
PAY0000218,LOAN0000054,CUST0001080,2023-08-04,2023-08-02,354.33,354.33,0.0,On-time
PAY0000219,LOAN0000308,CUST0001185,2026-01-02,2026-01-01,816.07,816.07,0.0,On-time
PAY0000220,LOAN0000169,CUST0000395,2026-01-23,2026-03-08,182.66,182.66,44.0,Late
PAY0000221,LOAN0001175,CUST0001640,2025-08-01,2025-08-13,548.57,548.57,12.0,Late
PAY0000222,LOAN0000554,CUST0001627,2024-01-04,2024-01-04,50.64,23.38,0.0,Partial
PAY0000223,LOAN0000203,CUST0001262,2024-07-31,2024-07-29,866.48,866.48,0.0,On-time
PAY0000224,LOAN0000825,CUST0000904,2023-05-30,2023-05-29,343.23,343.23,0.0,On-time
PAY0000225,LOAN0000907,CUST0000815,2025-08-24,,199.5,0.0,,Missed
PAY0000226,LOAN0000983,CUST0000403,2024-11-01,2024-11-01,695.14,695.14,0.0,On-time
PAY0000227,LOAN0000771,CUST0001203,2024-06-19,2024-06-19,1397.58,1397.58,0.0,On-time
PAY0000228,LOAN0000054,CUST0001080,2025-12-03,2025-12-02,354.33,354.33,0.0,On-time
PAY0000229,LOAN0001146,CUST0001228,2023-05-14,2023-05-14,343.7,343.7,0.0,On-time
PAY0000230,LOAN0000370,CUST0001556,2026-05-01,2026-04-29,452.61,452.61,0.0,On-time
PAY0000231,LOAN0000899,CUST0001440,2023-06-04,2023-06-04,2023.3,2023.3,0.0,On-time
PAY0000232,LOAN0000866,CUST0001543,2025-10-11,2025-10-09,89.97,89.97,0.0,On-time
PAY0000233,LOAN0000196,CUST0001705,2026-08-15,2026-08-15,1536.94,1536.94,0.0,On-time
PAY0000234,LOAN0000526,CUST0000150,2024-12-30,2024-12-30,87.83,87.83,0.0,On-time
PAY0000235,LOAN0000854,CUST0000203,2025-01-27,2025-03-03,1568.77,1568.77,35.0,Late
PAY0000236,LOAN0001021,CUST0001012,2023-02-20,2023-02-20,464.74,464.74,0.0,On-time
PAY0000237,LOAN0000952,CUST0000495,2025-08-04,2025-08-03,731.75,731.75,0.0,On-time
PAY0000238,LOAN0000631,CUST0001165,2024-12-13,2024-12-12,389.1,389.1,0.0,On-time
PAY0000239,LOAN0000850,CUST0000934,2025-12-12,2025-12-11,65.64,65.64,0.0,On-time
PAY0000240,LOAN0000508,CUST0000410,2024-04-20,,1262.8,0.0,,Missed
PAY0000241,LOAN0000518,CUST0001694,2025-03-20,2025-03-18,901.48,901.48,0.0,On-time
PAY0000242,LOAN0000751,CUST0001255,2024-06-23,,11.83,0.0,,Missed
PAY0000243,LOAN0000567,CUST0000510,2023-09-03,2023-09-03,4288.38,4288.38,0.0,On-time
PAY0000244,LOAN0000516,CUST0001623,2026-07-02,2026-07-01,770.34,770.34,0.0,On-time
PAY0000245,LOAN0000713,CUST0001078,2026-03-01,2026-03-01,73.7,73.7,0.0,On-time
PAY0000246,LOAN0000821,CUST0000002,2024-12-31,2024-12-30,545.27,545.27,0.0,On-time
PAY0000247,LOAN0000658,CUST0001214,2026-01-13,2026-01-11,375.26,375.26,0.0,On-time
PAY0000248,LOAN0000042,CUST0000310,2025-08-08,2025-08-06,475.96,475.96,0.0,On-time
PAY0000249,LOAN0000429,CUST0000068,2026-01-11,2026-01-11,1037.2,1037.2,0.0,On-time
PAY0000250,LOAN0000597,CUST0000116,2026-02-25,2026-02-24,747.66,747.66,0.0,On-time
PAY0000251,LOAN0000430,CUST0001481,2024-10-10,2024-10-09,239.15,239.15,0.0,On-time
PAY0000252,LOAN0000576,CUST0001093,2022-09-03,2022-09-02,2169.94,2169.94,0.0,On-time
PAY0000253,LOAN0001086,CUST0000266,2023-01-12,2023-01-11,614.54,614.54,0.0,On-time
PAY0000254,LOAN0000567,CUST0000510,2023-05-04,2023-05-04,4288.38,4288.38,0.0,On-time
PAY0000255,LOAN0001063,CUST0001908,2026-06-18,2026-06-18,1402.11,1402.11,0.0,On-time
PAY0000256,LOAN0000740,CUST0000579,2024-12-29,2025-01-27,321.8,321.8,29.0,Late
PAY0000257,LOAN0000854,CUST0000203,2024-05-29,,1568.77,0.0,,Missed
PAY0000258,LOAN0000948,CUST0000651,2026-03-16,2026-03-15,542.41,542.41,0.0,On-time
PAY0000259,LOAN0000036,CUST0001972,2026-01-05,2026-01-03,997.83,997.83,0.0,On-time
PAY0000260,LOAN0001064,CUST0000707,2022-01-14,2022-01-14,845.42,845.42,0.0,On-time
PAY0000261,LOAN0000570,CUST0000211,2024-06-14,2024-07-11,851.16,851.16,27.0,Late
PAY0000262,LOAN0000202,CUST0001483,2024-11-14,2024-11-12,10851.15,10851.15,0.0,On-time
PAY0000263,LOAN0000710,CUST0001488,2025-11-13,,347.43,0.0,,Missed
PAY0000264,LOAN0000783,CUST0000235,2026-03-18,2026-03-17,170.14,170.14,0.0,On-time
PAY0000265,LOAN0000222,CUST0000336,2023-01-31,2023-01-29,2039.64,1079.01,0.0,Partial
PAY0000266,LOAN0001080,CUST0000037,2026-06-26,2026-06-25,777.82,375.02,0.0,Partial
PAY0000267,LOAN0001168,CUST0000110,2026-06-22,2026-06-22,812.32,812.32,0.0,On-time
PAY0000268,LOAN0000489,CUST0001318,2024-06-09,2024-06-08,464.81,-464.81,0.0,On-time
PAY0000269,LOAN0000752,CUST0000055,2025-12-13,2025-12-11,114.64,114.64,0.0,On-time
PAY0000270,LOAN0000959,CUST0001220,2025-09-12,2025-09-11,473.53,473.53,0.0,On-time
PAY0000271,LOAN0001124,CUST0001705,2025-04-22,,755.03,0.0,,Missed
PAY0000272,LOAN0000382,CUST0001630,2025-12-07,,131.07,0.0,,Missed
