issue_id,entity,record_id,issue_type,issue_description,severity,injected_at
78,customers,CUST0001963,missing_employment_status,employment_status was set to NULL (simulated missing operational data),medium,2026-08-24
79,customers,CUST0001984,missing_employment_status,employment_status was set to NULL (simulated missing operational data),medium,2026-08-24
80,customers,CUST0001996,missing_employment_status,employment_status was set to NULL (simulated missing operational data),medium,2026-08-24
81,customers,CUST0000125,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
82,customers,CUST0000128,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
83,customers,CUST0000134,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
84,customers,CUST0000282,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
85,customers,CUST0000410,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
86,customers,CUST0000425,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
87,customers,CUST0000450,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
88,customers,CUST0000455,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
89,customers,CUST0000477,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
90,customers,CUST0000549,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
91,customers,CUST0000586,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
92,customers,CUST0000602,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
93,customers,CUST0000646,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
94,customers,CUST0000648,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
95,customers,CUST0000655,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
96,customers,CUST0000684,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
97,customers,CUST0000750,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
98,customers,CUST0000776,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
99,customers,CUST0000798,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
100,customers,CUST0000865,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
101,customers,CUST0000895,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
102,customers,CUST0000900,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
103,customers,CUST0001103,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
104,customers,CUST0001184,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
105,customers,CUST0001190,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
106,customers,CUST0001198,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
107,customers,CUST0001233,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
108,customers,CUST0001404,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
109,customers,CUST0001422,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
110,customers,CUST0001474,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
111,customers,CUST0001628,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
112,customers,CUST0001640,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
113,customers,CUST0001731,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
114,customers,CUST0001883,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
115,customers,CUST0001900,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
116,customers,CUST0001952,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
117,customers,CUST0001968,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
118,customers,CUST0001994,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
119,customers,CUST0001996,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
120,customers,CUST0002000,missing_monthly_income,monthly_income was set to NULL (simulated missing operational data),medium,2026-08-24
121,customers,CUST0000005,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
122,customers,CUST0000034,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
123,customers,CUST0000054,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
124,customers,CUST0000060,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
125,customers,CUST0000096,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
126,customers,CUST0000109,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
127,customers,CUST0000173,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
128,customers,CUST0000215,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
129,customers,CUST0000245,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
130,customers,CUST0000313,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
131,customers,CUST0000473,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
132,customers,CUST0000539,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
133,customers,CUST0000592,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
134,customers,CUST0000744,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
135,customers,CUST0000785,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
136,customers,CUST0000861,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
137,customers,CUST0000878,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
138,customers,CUST0000886,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
139,customers,CUST0000916,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
140,customers,CUST0001019,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
141,customers,CUST0001069,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
142,customers,CUST0001109,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
143,customers,CUST0001120,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
144,customers,CUST0001140,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
145,customers,CUST0001155,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
146,customers,CUST0001185,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
147,customers,CUST0001223,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
148,customers,CUST0001232,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
149,customers,CUST0001235,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
150,customers,CUST0001236,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
151,customers,CUST0001294,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
152,customers,CUST0001326,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
153,customers,CUST0001371,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
154,customers,CUST0001486,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
155,customers,CUST0001575,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
156,customers,CUST0001580,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
157,customers,CUST0001632,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
158,customers,CUST0001667,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
159,customers,CUST0001859,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
160,customers,CUST0001904,missing_city,city was set to NULL (simulated missing operational data),medium,2026-08-24
161,applications,APP0000022,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
162,applications,APP0000032,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
163,applications,APP0000100,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
164,applications,APP0000133,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
165,applications,APP0000233,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
166,applications,APP0000255,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
167,applications,APP0000258,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
168,applications,APP0000454,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
169,applications,APP0000619,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
170,applications,APP0000816,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
171,applications,APP0000908,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
172,applications,APP0000946,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
173,applications,APP0000979,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
174,applications,APP0000989,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
175,applications,APP0001018,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
176,applications,APP0001027,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
177,applications,APP0001031,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
178,applications,APP0001068,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
179,applications,APP0001117,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
180,applications,APP0001132,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
181,applications,APP0001145,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
182,applications,APP0001160,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
183,applications,APP0001169,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
184,applications,APP0001202,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
185,applications,APP0001216,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
186,applications,APP0001234,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
187,applications,APP0001253,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
188,applications,APP0001257,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
189,applications,APP0001274,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
190,applications,APP0001386,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
191,applications,APP0001395,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
192,applications,APP0001429,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
193,applications,APP0001595,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
194,applications,APP0001602,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
195,applications,APP0001714,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
196,applications,APP0001722,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
197,applications,APP0001796,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
198,applications,APP0001804,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
199,applications,APP0001939,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
200,applications,APP0001950,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
201,applications,APP0001983,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
202,applications,APP0002027,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
203,applications,APP0002094,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
204,applications,APP0002102,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
205,applications,APP0002128,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
206,applications,APP0002165,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
207,applications,APP0002191,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
208,applications,APP0002198,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
209,applications,APP0002245,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
210,applications,APP0002273,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
211,applications,APP0002463,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
212,applications,APP0002525,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
213,applications,APP0002539,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
214,applications,APP0002659,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
215,applications,APP0002843,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
216,applications,APP0002851,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
217,applications,APP0002879,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
218,applications,APP0002888,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
219,applications,APP0002911,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
220,applications,APP0002993,missing_requested_amount,requested_amount was set to NULL (simulated missing operational data),medium,2026-08-24
221,applications,APP0000040,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
222,applications,APP0000054,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
223,applications,APP0000188,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
224,applications,APP0000241,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
225,applications,APP0000330,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
226,applications,APP0000349,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
227,applications,APP0000397,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
228,applications,APP0000437,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
229,applications,APP0000452,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
230,applications,APP0000498,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
231,applications,APP0000616,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
232,applications,APP0000640,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
233,applications,APP0000702,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
234,applications,APP0000739,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
235,applications,APP0000822,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
236,applications,APP0000936,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
237,applications,APP0000982,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
238,applications,APP0000986,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
239,applications,APP0000988,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
240,applications,APP0001008,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
241,applications,APP0001031,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
242,applications,APP0001045,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
243,applications,APP0001113,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
244,applications,APP0001120,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
245,applications,APP0001167,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
246,applications,APP0001209,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
247,applications,APP0001296,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
248,applications,APP0001326,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
249,applications,APP0001337,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
250,applications,APP0001409,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
251,applications,APP0001531,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
252,applications,APP0001551,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
253,applications,APP0001574,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
254,applications,APP0001603,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
255,applications,APP0001636,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
256,applications,APP0001645,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
257,applications,APP0001692,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
258,applications,APP0001702,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
259,applications,APP0001715,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
260,applications,APP0001744,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
261,applications,APP0001828,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
262,applications,APP0001886,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
263,applications,APP0001909,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
264,applications,APP0001914,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
265,applications,APP0001975,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
266,applications,APP0002033,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
267,applications,APP0002197,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
268,applications,APP0002231,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
269,applications,APP0002263,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
270,applications,APP0002276,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
271,applications,APP0002376,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
272,applications,APP0002464,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
273,applications,APP0002620,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
274,applications,APP0002778,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
275,applications,APP0002781,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
276,applications,APP0002783,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
277,applications,APP0002787,missing_loan_purpose,loan_purpose was set to NULL (simulated missing operational data),medium,2026-08-24
