application_id,customer_id,application_date,requested_amount,loan_purpose,application_status,application_channel,decision_date
APP0000095,CUST0000395,2024-09-12,15008.62,Auto,Rejected,Mobile App,2024-09-19
APP0000096,CUST0000368,2024-04-30,10755.61,Personal,Rejected,Branch,2024-05-13
APP0000097,CUST0001160,2023-04-15,13493.8,Auto,Rejected,Online,2023-04-21
APP0000098,CUST0000223,2024-01-10,19695.69,Debt Consolidation,Rejected,Mobile App,2024-01-12
APP0000099,CUST0000308,2022-01-22,42199.61,Education,APPROVED,Online,2022-02-03
APP0000100,CUST0001674,2025-04-20,,Home Improvement,Approved,Online,2025-05-05
APP0000101,CUST0000037,2024-09-19,32412.93,Education,Approved,Mobile App,2024-09-23
APP0000102,CUST0000123,2024-04-18,9836.87,Debt Consolidation,Approved,Online,2024-04-21
APP0000103,CUST0000139,2025-07-25,3432.02,Medical,Approved,Online,2025-08-06
APP0000104,CUST0001073,2024-03-11,73438.19,Home Improvement,Rejected,Branch,2024-03-19
APP0000105,CUST0001390,2023-08-31,2124.21,Education,Rejected,Online,2023-09-19
APP0000106,CUST0001386,2025-08-28,7325.2,Home Improvement,Approved,Mobile App,2025-09-05
APP0000107,CUST0001381,2026-04-28,11262.97,Auto,Approved,Online,2026-05-06
APP0000108,CUST0000116,2025-11-01,22752.02,Wedding,Approved,Call Center,2025-11-13
APP0000109,CUST0000690,2024-03-15,10425.46,Wedding,Withdrawn,Branch,2024-04-04
APP0000110,CUST0001267,2023-06-28,36422.12,Auto,Approved,Online,2023-07-12
APP0000111,CUST0001365,2022-04-20,38465.5,Business,Rejected,Online,2022-05-04
APP0000112,CUST0000669,2023-09-22,2521.92,Auto,Approved,Partner Referral,2023-10-09
APP0000113,CUST0001694,2025-10-21,95530.28,Home Improvement,Approved,Branch,2025-11-07
APP0000114,CUST0001668,2025-08-26,2707.77,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000115,CUST0001532,2022-04-16,4636.39,Wedding,Rejected,Call Center,2022-04-22
APP0000116,CUST0001596,2024-05-15,7531.71,Debt Consolidation,Rejected,Online,2024-05-19
APP0000117,CUST0001951,2024-12-28,2176.03,Medical,Approved,Branch,2025-01-09
APP0000118,CUST0001588,2025-01-30,1573.09,Home Improvement,Approved,Mobile App,2025-02-13
APP0000119,CUST0001171,2026-01-09,19091.58,Personal,Approved,Mobile App,2026-01-17
APP0000120,CUST0000798,2022-01-09,9765.87,Home Improvement,Approved,Branch,2022-01-19
APP0000121,CUST0000725,2023-12-21,12151.95,Education,Pending,Partner Referral,2026-08-24
APP0000122,CUST0001646,2022-02-15,24067.0,Auto,Rejected,Mobile App,2022-02-27
APP0000123,CUST0000592,2025-04-09,6361.03,Education,Approved,Call Center,2025-04-26
APP0000124,CUST0001260,2024-04-22,4838.86,Home Improvement,Approved,Online,2024-05-01
APP0000125,CUST0001006,2023-10-23,9797.71,Debt Consolidation,Approved,Branch,2023-11-03
APP0000126,CUST0000758,2025-09-28,32951.3,Home Improvement,Approved,Online,2025-10-07
APP0000127,CUST0000902,2025-11-17,12265.28,Education,Rejected,Call Center,2025-11-24
APP0000128,CUST0000162,2023-03-26,13295.38,Business,Withdrawn,Online,2023-04-10
APP0000129,CUST0001419,2025-09-22,23009.56,Wedding,Rejected,Mobile App,2025-10-05
APP0000130,CUST0000134,2026-06-14,11203.42,Wedding,Approved,Online,2026-06-25
APP0000131,CUST0000148,2021-11-27,14581.92,Personal,Approved,Online,2021-12-03
APP0000132,CUST0000503,2025-06-13,7118.53,Debt Consolidation,Rejected,Online,2025-07-01
APP0000133,CUST0001063,2022-03-24,,Business,Approved,Mobile App,2022-04-10
APP0000134,CUST0000600,2025-07-22,14952.3,Business,Pending,Online,2026-08-24
APP0000135,CUST0001761,2025-01-17,15586.07,Business,Rejected,Mobile App,2025-02-03
APP0000136,CUST0001856,2025-10-25,76930.92,Business,Rejected,Mobile App,2025-11-04
APP0000137,CUST0000787,2024-07-08,15519.11,Business,Rejected,Partner Referral,2024-07-21
APP0000138,CUST0002000,2022-12-02,20733.11,Education,Approved,Mobile App,2022-12-07
APP0000139,CUST0000179,2025-02-15,34790.1,Education,Approved,Mobile App,2025-03-03
APP0000140,CUST0000288,2023-04-20,74573.78,Business,Rejected,Mobile App,2023-04-21
APP0000141,CUST0000695,2021-10-20,65706.59,Debt Consolidation,Approved,Online,2021-10-31
APP0000142,CUST0001886,2022-03-29,24144.69,Education,Approved,Branch,2022-04-03
APP0000143,CUST0001008,2025-12-31,6611.0,Home Improvement,Withdrawn,Call Center,2026-01-12
APP0000144,CUST0001414,2023-07-20,21203.62,Wedding,Rejected,Online,2023-07-26
APP0000145,CUST0001306,2022-05-14,94544.51,Wedding,Approved,Online,2022-06-03
APP0000146,CUST0000998,2021-10-29,17659.8,Home Improvement,Pending,Mobile App,2026-08-24
APP0000147,CUST0001864,2021-11-08,2462.82,Wedding,Approved,Mobile App,2021-11-25
APP0000148,CUST0001910,2025-05-28,16568.54,Medical,Rejected,Online,2025-06-11
APP0000149,CUST0000897,2022-04-20,22440.08,Business,Approved,Call Center,2022-05-10
APP0000150,CUST0001428,2025-08-29,5987.44,Business,Rejected,Online,2025-09-05
APP0000151,CUST0001248,2024-06-11,17540.37,Debt Consolidation,Rejected,Branch,2024-06-26
APP0000152,CUST0001188,2022-09-19,10972.15,Wedding,Approved,Partner Referral,2022-09-20
APP0000153,CUST0000204,2026-02-24,36941.55,Business,Pending,Online,2026-08-24
APP0000154,CUST0000420,2024-02-05,1023.68,Medical,Approved,Branch,2024-02-14
APP0000155,CUST0001981,2023-08-14,38892.46,Education,Pending,Partner Referral,2026-08-24
APP0000156,CUST0000489,2025-01-03,3403.33,Wedding,Approved,Online,2025-01-19
APP0000157,CUST0001304,2024-12-08,96233.66,Business,Approved,Online,2024-12-18
APP0000158,CUST0001824,2025-05-11,32843.23,Business,Approved,Partner Referral,2025-05-18
APP0000159,CUST0001205,2024-09-20,4396.45,Wedding,Approved,Branch,2024-10-05
APP0000160,CUST0000431,2026-06-30,11073.46,Business,Rejected,Partner Referral,2026-07-19
APP0000161,CUST0001720,2023-09-23,28968.32,Home Improvement,Rejected,Call Center,2023-10-01
APP0000162,CUST0000065,2022-08-26,42319.97,Personal,In Review,Branch,2026-08-24
APP0000163,CUST0001447,2022-04-13,77272.39,Wedding,Rejected,Branch,2022-04-22
APP0000164,CUST0000533,2022-11-18,16664.12,Business,Rejected,Branch,2022-12-06
APP0000165,CUST0001281,2025-07-06,20834.2,Home Improvement,Approved,Online,2025-07-19
APP0000166,CUST0000962,2025-12-01,22517.42,Education,Rejected,Branch,2025-12-15
APP0000167,CUST0001139,2023-02-08,57086.15,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000168,CUST0000764,2022-02-18,10709.93,Personal,Approved,Partner Referral,2022-03-07
APP0000169,CUST0001058,2025-04-01,3809.03,Wedding,Approved,Partner Referral,2025-04-19
APP0000170,CUST0001872,2025-07-30,6909.34,Debt Consolidation,Approved,Partner Referral,2025-08-07
APP0000171,CUST0001653,2021-12-03,5122.17,Debt Consolidation,Approved,Online,2021-12-18
APP0000172,CUST0000838,2022-04-25,37098.34,Wedding,Rejected,Branch,2022-05-09
APP0000173,CUST0001883,2023-04-29,1740.89,Personal,Approved,Online,2023-05-11
APP0000174,CUST0001779,2023-12-21,4226.17,Personal,Pending,Mobile App,2026-08-24
APP0000175,CUST0001255,2022-03-14,1505.11,Home Improvement,Approved,Partner Referral,2022-03-24
APP0000176,CUST0001190,2024-08-10,847.2,Business,Approved,Call Center,2024-08-15
APP0000177,CUST0000072,2024-02-17,28817.71,Personal,Approved,Call Center,2024-02-20
APP0000178,CUST0001049,2025-06-27,31365.19,Debt Consolidation,Rejected,Online,2025-07-16
APP0000179,CUST0000426,2026-05-31,9835.65,Auto,Rejected,Branch,2026-06-15
APP0000180,CUST0000321,2022-03-22,9926.2,Auto,Pending,Online,2026-08-24
APP0000181,CUST0001717,2023-11-28,30944.82,Education,Rejected,Branch,2023-12-07
APP0000182,CUST0000543,2025-10-07,42666.68,Auto,Approved,Online,2025-10-09
APP0000183,CUST0001231,2021-09-10,24166.17,Auto,Rejected,Mobile App,2021-09-18
APP0000184,CUST0001735,2025-11-25,21690.57,Auto,Rejected,Branch,2025-11-29
APP0000185,CUST0001196,2023-08-19,39317.3,Debt Consolidation,Rejected,Mobile App,2023-08-30
APP0000186,CUST0001560,2025-08-12,5488.19,Business,Approved,Call Center,2025-08-22
APP0000187,CUST0001551,2024-08-26,43500.41,Business,Rejected,Online,2024-09-15
APP0000188,CUST0000895,2026-05-02,51443.93,,Approved,Mobile App,2026-05-19
APP0000189,CUST0001844,2022-05-26,58846.64,Education,Approved,Mobile App,2022-06-08
APP0000190,CUST0001819,2026-01-03,25136.72,Business,Pending,Partner Referral,2026-08-24
APP0000191,CUST0000676,2024-06-24,14274.88,Auto,Approved,Online,2024-07-01
APP0000192,CUST0001639,2025-06-27,4977.18,Medical,Approved,Mobile App,2025-06-30
APP0000193,CUST0000367,2025-07-06,16039.65,Medical,Approved,Branch,2025-07-18
APP0000194,CUST0000225,2024-07-17,17395.16,Wedding,Approved,Online,2024-07-19
APP0000195,CUST0001061,2023-11-29,7780.35,Medical,Withdrawn,Online,2023-12-18
APP0000196,CUST0001212,2025-09-09,4810.43,Personal,Approved,Branch,2025-09-12
APP0000197,CUST0001168,2024-03-05,69792.03,Auto,Rejected,Online,2024-03-23
APP0000198,CUST0001598,2026-07-10,4176.81,Business,Pending,Mobile App,2026-08-24
APP0000199,CUST0000782,2024-12-24,5188.31,Auto,Approved,Online,2024-12-29
APP0000200,CUST0001617,2024-10-31,36772.25,Medical,Approved,Online,2024-11-11
APP0000201,CUST0001805,2024-07-23,118604.27,Personal,Rejected,Mobile App,2024-08-03
APP0000202,CUST0000183,2022-11-10,4511.83,Business,Approved,Online,2022-11-25
APP0000203,CUST0000899,2025-05-23,51573.6,Medical,Approved,Online,2025-06-01
APP0000204,CUST0000450,2022-11-20,19437.08,Medical,Rejected,Online,2022-12-02
APP0000205,CUST0001313,2024-09-21,17690.89,Personal,Approved,Online,2024-09-30
APP0000206,CUST0000827,2025-08-17,500.0,Home Improvement,Rejected,Branch,2025-08-19
APP0000207,CUST0000564,2023-11-26,18011.29,Personal,Pending,Mobile App,2026-08-24
APP0000208,CUST0000504,2026-08-05,4880.43,Education,Approved,Mobile App,2026-08-11
APP0000209,CUST0000710,2022-06-19,48057.02,Auto,Approved,Online,2022-06-25
APP0000210,CUST0000218,2022-09-13,5377.45,Business,Approved,Online,2022-09-20
APP0000211,CUST0000210,2023-03-01,1620.01,Wedding,Approved,Mobile App,2023-03-13
APP0000212,CUST0001258,2026-07-01,24339.53,Auto,Approved,Online,2026-07-16
APP0000213,CUST0001886,2024-04-26,17504.12,Medical,Rejected,Online,2024-05-13
APP0000214,CUST0001015,2022-12-27,7240.83,Wedding,Approved,Online,2023-01-08
APP0000215,CUST0001855,2026-06-23,4328.05,Auto,Approved,Mobile App,2026-07-01
APP0000216,CUST0000310,2023-09-17,26928.1,Personal,Approved,Mobile App,2023-10-06
APP0000217,CUST0001947,2022-12-24,4523.95,Wedding,Rejected,Online,2023-01-03
APP0000218,CUST0001173,2026-03-10,25670.46,Education,Rejected,Online,2026-03-13
APP0000219,CUST0001488,2022-06-03,7600.37,Debt Consolidation,Rejected,Mobile App,2022-06-20
APP0000220,CUST0000125,2026-06-16,19435.38,Debt Consolidation,Rejected,Online,2026-07-05
APP0000221,CUST0001209,2021-11-16,52118.34,Auto,Rejected,Branch,2021-11-22
APP0000222,CUST0000767,2024-06-25,1577.05,Debt Consolidation,Rejected,Mobile App,2024-06-30
APP0000223,CUST0001797,2024-07-23,25399.13,Personal,Approved,Online,2024-07-31
APP0000224,CUST0001586,2026-05-25,9569.44,Business,Rejected,Online,2026-06-01
APP0000225,CUST0001729,2026-04-18,4332.5,Medical,Approved,Mobile App,2026-04-22
APP0000226,CUST0001781,2025-11-10,18742.97,Personal,Rejected,Mobile App,2025-11-11
APP0000227,CUST0001442,2026-03-24,26725.46,Home Improvement,Rejected,Branch,2026-03-28
APP0000228,CUST0000491,2025-12-24,63911.95,Education,Rejected,Branch,2025-12-30
APP0000229,CUST0000566,2024-03-18,13660.79,Auto,Rejected,Online,2024-03-22
APP0000230,CUST0001720,2025-12-27,16238.5,Debt Consolidation,Approved,Branch,2025-12-31
APP0000231,CUST0001204,2025-07-03,11738.43,Medical,Rejected,Online,2025-07-22
APP0000232,CUST0001784,2023-07-31,13242.64,Home Improvement,Approved,Online,2023-08-05
APP0000233,CUST0001591,2026-01-18,,Debt Consolidation,Approved,Online,2026-02-04
APP0000234,CUST0001214,2021-10-19,3280.22,Home Improvement,Approved,Branch,2021-10-31
APP0000235,CUST0000305,2022-02-28,26919.89,Home Improvement,Rejected,Online,2022-03-09
APP0000236,CUST0001965,2022-06-21,15465.17,Business,Rejected,Branch,2022-07-07
APP0000237,CUST0000487,2024-04-27,19592.99,Personal,Pending,Mobile App,2026-08-24
APP0000238,CUST0000493,2022-01-07,13669.07,Medical,Rejected,Partner Referral,2022-01-22
APP0000239,CUST0000293,2022-10-09,20687.81,Business,Rejected,Mobile App,2022-10-18
APP0000240,CUST0000138,2022-11-10,10155.07,Debt Consolidation,Pending,Mobile App,2026-08-24
APP0000241,CUST0000751,2022-11-10,12501.04,,Approved,Online,2022-11-30
APP0000242,CUST0001687,2021-12-03,58652.82,Education,Rejected,Mobile App,2021-12-18
APP0000243,CUST0001732,2022-10-08,23646.82,Medical,Rejected,Branch,2022-10-11
APP0000244,CUST0000982,2023-01-12,11011.52,Personal,Approved,Call Center,2023-02-01
APP0000245,CUST0000630,2025-06-10,13249.58,Auto,Withdrawn,Partner Referral,2025-06-26
APP0000246,CUST0000693,2024-08-04,12535.82,Medical,Approved,Online,2024-08-05
APP0000247,CUST0001838,2023-03-22,678.5,Wedding,Pending,Call Center,2026-08-24
APP0000248,CUST0000111,2022-05-09,3501.65,Home Improvement,Pending,Mobile App,2026-08-24
APP0000249,CUST0000115,2024-03-19,35599.57,Education,Pending,Mobile App,2026-08-24
APP0000250,CUST0000130,2023-03-24,6518.98,Education,Rejected,Branch,2023-04-02
APP0000251,CUST0001776,2025-02-17,11252.26,Business,Rejected,Online,2025-03-09
APP0000252,CUST0000182,2022-10-08,11573.18,Wedding,Rejected,Mobile App,2022-10-18
APP0000253,CUST0001884,2026-08-19,62215.22,Auto,rejected,Online,2026-08-24
APP0000254,CUST0000368,2022-02-14,4910.13,Debt Consolidation,Pending,Branch,2026-08-24
APP0000255,CUST0001097,2025-10-27,,Medical,Approved,Online,2025-11-10
APP0000256,CUST0001941,2025-01-10,51596.46,Home Improvement,Rejected,Online,2025-01-11
APP0000257,CUST0000232,2025-01-05,38912.27,Business,Withdrawn,Mobile App,2025-01-25
APP0000258,CUST0000563,2026-02-10,,Education,Approved,Mobile App,2026-02-14
APP0000259,CUST0001456,2023-11-27,29983.35,Personal,Pending,Call Center,2026-08-24
APP0000260,CUST0001635,2025-03-24,29973.72,Auto,Approved,Mobile App,2025-04-02
APP0000261,CUST0001815,2024-04-15,16516.6,Wedding,Approved,Mobile App,2024-05-01
APP0000262,CUST0000039,2025-01-25,12405.18,Wedding,Rejected,Partner Referral,2025-02-10
APP0000263,CUST0001555,2024-05-30,26419.35,Wedding,Rejected,Branch,2024-06-12
APP0000264,CUST0000644,2026-07-24,72927.76,Business,Rejected,Mobile App,2026-08-11
APP0000265,CUST0001116,2023-04-07,24903.9,Home Improvement,Approved,Call Center,2023-04-21
APP0000266,CUST0001813,2025-04-21,6032.95,Home Improvement,Approved,Mobile App,2025-04-24
APP0000267,CUST0001805,2022-06-24,104317.8,Wedding,Pending,Mobile App,2026-08-24
APP0000268,CUST0000371,2021-11-19,13878.95,Personal,Rejected,Branch,2021-11-25
APP0000269,CUST0000942,2025-03-01,3303.58,Wedding,Rejected,Branch,2025-03-12
APP0000270,CUST0000569,2022-09-27,38071.79,Business,Approved,Mobile App,2022-10-10
APP0000271,CUST0001230,2021-09-22,40476.54,Personal,Pending,Mobile App,2026-08-24
APP0000272,CUST0001654,2024-11-01,23926.45,Medical,Pending,Branch,2026-08-24
APP0000273,CUST0000636,2024-09-15,60142.71,Home Improvement,Rejected,Online,2024-09-21
APP0000274,CUST0000243,2024-11-03,15753.92,Auto,Approved,Online,2024-11-09
APP0000275,CUST0000129,2023-12-02,6901.68,Personal,Withdrawn,Branch,2023-12-22
APP0000276,CUST0000107,2025-10-23,12218.89,Business,Pending,Online,2026-08-24
APP0000277,CUST0000733,2021-09-17,19295.35,Wedding,Rejected,Branch,2021-09-27
APP0000278,CUST0001932,2022-06-11,9247.58,Wedding,Rejected,Online,2022-06-26
APP0000279,CUST0000504,2023-07-13,26913.85,Personal,Rejected,Online,2023-07-18
APP0000280,CUST0000810,2026-07-21,51376.66,Debt Consolidation,Approved,Mobile App,2026-07-25
APP0000281,CUST0001350,2025-04-01,9713.8,Home Improvement,Rejected,Branch,2025-03-18
APP0000282,CUST0001316,2024-03-24,3741.33,Medical,Rejected,Mobile App,2024-03-26
APP0000283,CUST0000541,2026-05-24,14864.09,Debt Consolidation,Rejected,Online,2026-06-03
APP0000284,CUST0000255,2026-04-01,30455.47,Wedding,Rejected,Online,2026-04-02
APP0000285,CUST0000314,2022-03-05,10429.27,Home Improvement,Rejected,Online,2022-03-13
APP0000286,CUST0000441,2024-04-17,34205.09,Medical,Pending,Online,2026-08-24
APP0000287,CUST0000173,2026-05-28,5663.73,Business,Approved,Online,2026-06-03
APP0000288,CUST0000920,2022-08-01,10137.33,Debt Consolidation,Withdrawn,Branch,2022-08-07
APP0000289,CUST0001292,2022-06-09,17762.26,Business,Approved,Online,2022-06-22
APP0000290,CUST0001351,2023-05-27,24620.84,Debt Consolidation,Approved,Mobile App,2023-06-08
APP0000291,CUST0001819,2026-06-29,15854.4,Wedding,Rejected,Branch,2026-07-15
APP0000292,CUST0000587,2022-10-02,1376.12,Business,Approved,Online,2022-10-20
APP0000293,CUST0001310,2024-10-28,3918.54,Auto,Approved,Mobile App,2024-11-02
APP0000294,CUST0001770,2022-12-20,27149.53,Business,Rejected,Branch,2022-12-26
APP0000295,CUST0000057,2025-05-01,3532.19,Auto,Approved,Online,2025-05-12
APP0000296,CUST0001563,2026-02-05,1984.98,Debt Consolidation,Pending,Branch,2026-08-24
APP0000297,CUST0000177,2021-11-07,53816.98,Debt Consolidation,Approved,Mobile App,2021-11-22
APP0000298,CUST0001104,2023-07-15,7807.33,Home Improvement,Appr.,Branch,2023-07-16
APP0000299,CUST0001662,2024-07-17,14645.71,Business,Rejected,Partner Referral,2024-07-25
APP0000300,CUST0000919,2022-07-24,4682.35,Education,Rejected,Online,2022-08-13
APP0000301,CUST0001120,2024-10-27,9986.31,Auto,Approved,Online,2024-11-11
APP0000302,CUST0001240,2023-06-21,71873.19,Business,declined,Call Center,2023-07-02
APP0000303,CUST0001156,2021-10-28,56871.89,Medical,Rejected,Mobile App,2021-10-29
APP0000304,CUST0001464,2024-09-25,28585.65,Home Improvement,Approved,Partner Referral,2024-10-12
