credit_history_id,customer_id,record_date,credit_score,total_outstanding_debt,credit_utilization,number_of_open_accounts,number_of_closed_accounts,previous_defaults,previous_late_payments
CRHIST0000025,CUST0000006,2024-07-25,683.0,5826.51,0.6189,0,3,0,0
CRHIST0000026,CUST0000006,2024-08-19,672.0,6766.91,0.5583,4,3,0,0
CRHIST0000027,CUST0000006,2026-01-04,680.0,2648.35,0.4211,3,1,0,0
CRHIST0000028,CUST0000007,2025-06-08,708.0,12796.62,0.5223,1,4,0,0
CRHIST0000029,CUST0000007,2025-08-04,691.0,12651.64,0.3837,4,0,0,0
CRHIST0000030,CUST0000007,2025-09-10,706.0,7078.19,0.217,2,0,0,0
CRHIST0000031,CUST0000008,2025-10-26,710.0,4449.13,0.5695,3,1,0,0
CRHIST0000032,CUST0000008,2025-11-26,727.0,943.21,0.1455,4,0,0,0
CRHIST0000033,CUST0000008,2025-12-22,729.0,727.5,0.0945,3,5,0,0
CRHIST0000034,CUST0000008,2026-02-08,743.0,5579.59,0.827,2,2,0,0
CRHIST0000035,CUST0000009,2026-05-18,556.0,2278.01,0.8561,3,4,0,0
CRHIST0000036,CUST0000009,2026-06-07,554.0,1752.98,0.8102,7,1,0,0
CRHIST0000037,CUST0000009,2026-07-05,560.0,2390.83,0.7833,8,1,0,0
CRHIST0000038,CUST0000009,2026-07-07,571.0,1773.72,0.5405,9,3,0,0
CRHIST0000039,CUST0000010,2026-04-27,476.0,1353.39,0.3801,5,1,0,0
CRHIST0000040,CUST0000010,2026-05-27,477.0,1341.5,0.6631,6,4,1,0
CRHIST0000041,CUST0000010,2026-05-31,461.0,1478.22,0.5979,8,5,1,0
CRHIST0000042,CUST0000011,2021-07-24,663.0,1592.28,0.1561,3,5,0,0
CRHIST0000043,CUST0000011,2021-11-21,654.0,2023.26,0.1722,4,0,0,0
CRHIST0000044,CUST0000011,2022-03-02,671.0,11652.62,0.558,2,2,0,0
CRHIST0000045,CUST0000011,2023-05-02,673.0,5905.52,0.334,3,3,0,0
CRHIST0000046,CUST0000012,2019-11-28,708.0,4152.53,0.1673,2,3,0,0
CRHIST0000047,CUST0000012,2020-10-22,703.0,3173.97,0.1282,4,4,0,0
CRHIST0000048,CUST0000013,2024-04-22,,1655.16,0.2608,6,1,0,0
CRHIST0000049,CUST0000013,2024-06-03,578.0,3205.31,0.5895,5,2,0,0
CRHIST0000050,CUST0000013,2024-07-30,590.0,6483.39,0.5974,4,2,1,0
CRHIST0000051,CUST0000014,2024-03-23,691.0,2414.54,0.1395,4,4,0,0
CRHIST0000052,CUST0000015,2024-06-07,587.0,340.59,0.2345,4,0,1,0
CRHIST0000053,CUST0000015,2024-07-16,582.0,522.52,0.2723,6,1,1,0
CRHIST0000054,CUST0000015,2025-08-29,599.0,138.69,0.1843,3,0,1,0
CRHIST0000055,CUST0000015,2025-12-14,606.0,380.42,0.274,4,4,1,0
CRHIST0000056,CUST0000015,2025-12-29,603.0,636.39,0.4322,6,0,1,0
CRHIST0000057,CUST0000015,2026-02-04,579.0,,0.2207,4,2,1,0
CRHIST0000058,CUST0000015,2026-03-06,587.0,729.78,0.8452,7,3,2,0
CRHIST0000059,CUST0000015,2026-04-01,583.0,68.06,0.07,3,2,2,0
CRHIST0000060,CUST0000016,2020-12-23,713.0,10304.06,0.9219,6,3,0,0
CRHIST0000061,CUST0000016,2021-02-17,714.0,4135.39,0.5646,7,1,0,0
CRHIST0000062,CUST0000017,2026-04-26,673.0,1838.84,0.24,5,2,0,0
CRHIST0000063,CUST0000018,2023-01-02,683.0,22391.05,0.6191,5,4,0,0
CRHIST0000064,CUST0000018,2023-02-18,681.0,27332.48,0.5257,5,2,0,0
CRHIST0000065,CUST0000018,2023-05-05,701.0,6693.82,0.163,3,1,0,0
CRHIST0000066,CUST0000019,2024-09-07,547.0,519.43,0.1519,4,1,0,0
CRHIST0000067,CUST0000019,2025-01-29,546.0,681.6,0.2333,6,1,0,0
CRHIST0000068,CUST0000020,2023-10-23,726.0,10394.16,0.6478,5,1,0,0
CRHIST0000069,CUST0000020,2024-10-01,739.0,11101.14,0.4774,3,1,0,0
CRHIST0000070,CUST0000020,2024-11-09,736.0,,0.1094,2,1,0,0
CRHIST0000071,CUST0000020,2025-07-04,735.0,17.75,0.0009,5,0,0,0
CRHIST0000072,CUST0000021,2025-11-28,727.0,11785.19,0.6351,4,2,0,0
CRHIST0000073,CUST0000021,2025-12-18,735.0,5827.55,0.3644,4,1,0,0
CRHIST0000074,CUST0000022,2024-06-24,704.0,25525.23,0.7416,3,0,0,0
CRHIST0000075,CUST0000022,2024-10-11,698.0,9315.74,0.5587,4,1,0,0
CRHIST0000076,CUST0000022,2025-02-11,707.0,19209.27,0.4436,8,2,0,0
CRHIST0000077,CUST0000023,2024-07-10,737.0,9540.36,0.4423,1,2,0,0
CRHIST0000078,CUST0000023,2024-08-26,739.0,16239.53,0.6866,3,3,0,0
CRHIST0000079,CUST0000023,2024-11-02,722.0,7977.46,0.3589,5,0,0,0
CRHIST0000080,CUST0000023,2024-12-21,724.0,8537.02,0.2864,3,2,0,0
CRHIST0000081,CUST0000023,2025-01-26,742.0,8801.2,0.5556,3,0,0,0
CRHIST0000082,CUST0000024,2025-07-01,694.0,5115.8,0.3912,8,2,0,0
CRHIST0000083,CUST0000024,2025-10-17,703.0,5817.41,0.3197,2,2,0,0
CRHIST0000084,CUST0000024,2025-10-29,703.0,6153.02,0.2302,5,0,0,0
CRHIST0000085,CUST0000025,2019-09-01,709.0,10030.51,0.2898,3,1,0,0
CRHIST0000086,CUST0000025,2019-09-25,709.0,12764.08,0.6293,5,1,0,0
CRHIST0000087,CUST0000025,2020-01-22,683.0,16203.77,0.4392,3,2,0,0
CRHIST0000088,CUST0000025,2020-12-20,661.0,14501.78,0.5731,3,0,0,0
CRHIST0000089,CUST0000025,2021-10-01,664.0,23018.85,0.4791,3,5,0,0
CRHIST0000090,CUST0000026,2024-11-19,666.0,13689.03,0.5254,2,2,0,0
CRHIST0000091,CUST0000026,2025-03-12,648.0,820.97,0.0707,2,0,0,0
CRHIST0000092,CUST0000027,2023-07-22,694.0,22058.56,0.8705,1,6,0,0
CRHIST0000093,CUST0000027,2024-05-08,710.0,2220.38,0.1481,0,0,0,0
CRHIST0000094,CUST0000027,2024-05-16,724.0,8848.81,0.5545,3,0,0,0
CRHIST0000095,CUST0000027,2024-06-02,697.0,6381.14,0.1799,2,1,0,0
CRHIST0000096,CUST0000028,2024-12-25,680.0,1778.24,0.1521,4,2,0,0
CRHIST0000097,CUST0000028,2025-01-07,661.0,2287.44,0.3689,3,2,0,1
CRHIST0000098,CUST0000029,2021-10-14,678.0,21191.11,0.6207,3,2,0,0
CRHIST0000099,CUST0000029,2021-10-26,703.0,16040.09,0.5784,3,3,0,0
CRHIST0000100,CUST0000029,2022-01-24,726.0,19669.71,0.6063,7,1,0,0
CRHIST0000101,CUST0000030,2023-08-30,593.0,7044.86,0.2247,3,0,0,0
CRHIST0000102,CUST0000030,2024-03-30,591.0,13455.89,0.3024,4,3,0,2
CRHIST0000103,CUST0000030,2024-06-14,597.0,28623.8,0.7414,4,3,0,2
CRHIST0000104,CUST0000030,2024-07-19,592.0,19262.54,0.8632,4,0,0,2
CRHIST0000105,CUST0000031,2022-02-07,697.0,4593.4,0.1869,2,3,0,0
CRHIST0000106,CUST0000031,2022-02-11,716.0,17226.43,0.656,3,2,0,2
CRHIST0000107,CUST0000031,2022-04-06,713.0,1520.54,0.1154,3,2,0,3
CRHIST0000108,CUST0000031,2023-11-03,690.0,5108.89,0.4057,5,1,0,3
CRHIST0000109,CUST0000031,2024-01-26,670.0,15210.67,0.5678,2,5,0,3
CRHIST0000110,CUST0000032,2020-02-02,634.0,2404.9,0.3439,4,2,0,0
CRHIST0000111,CUST0000032,2020-08-21,627.0,444.02,0.0583,5,1,0,2
CRHIST0000112,CUST0000032,2020-10-28,617.0,2101.3,0.4454,6,2,0,2
CRHIST0000113,CUST0000032,2020-11-12,628.0,721.44,0.1082,4,2,0,2
CRHIST0000114,CUST0000032,2021-05-29,627.0,1247.06,0.3149,5,0,1,2
CRHIST0000115,CUST0000032,2024-06-28,642.0,1350.84,0.1874,5,3,1,2
CRHIST0000116,CUST0000032,2025-01-24,648.0,787.79,0.1516,7,2,1,2
CRHIST0000117,CUST0000032,2025-09-14,648.0,2027.85,0.6085,1,3,1,2
CRHIST0000118,CUST0000033,2023-08-01,662.0,17706.42,0.3638,5,6,0,0
CRHIST0000119,CUST0000033,2023-10-16,671.0,25315.46,0.6462,5,3,0,0
CRHIST0000120,CUST0000034,2019-04-17,659.0,8156.76,0.5903,2,3,0,0
CRHIST0000121,CUST0000034,2019-08-15,643.0,12586.19,0.4298,5,2,0,0
CRHIST0000122,CUST0000034,2019-09-26,642.0,8542.11,0.3657,2,3,0,0
CRHIST0000123,CUST0000035,2020-03-16,715.0,12574.0,0.2974,5,1,0,0
CRHIST0000124,CUST0000035,2020-06-06,717.0,15602.9,0.3301,6,0,0,0
CRHIST0000125,CUST0000035,2021-05-23,698.0,24713.52,0.3949,5,1,0,0
CRHIST0000126,CUST0000036,2023-01-23,704.0,3575.03,0.3363,5,2,0,0
CRHIST0000127,CUST0000037,2025-12-02,716.0,18171.7,0.6754,3,4,0,0
CRHIST0000128,CUST0000037,2025-12-10,721.0,7190.27,0.3155,1,1,0,0
CRHIST0000129,CUST0000037,2025-12-27,731.0,4388.31,0.1454,2,2,0,0
CRHIST0000130,CUST0000038,2024-07-15,660.0,10744.11,0.5288,4,3,0,0
CRHIST0000131,CUST0000038,2024-08-23,684.0,8497.73,0.7431,2,1,0,0
CRHIST0000132,CUST0000038,2025-11-27,661.0,2066.29,0.2535,4,1,0,0
CRHIST0000133,CUST0000039,2019-02-20,690.0,585.05,0.0749,7,4,0,0
CRHIST0000134,CUST0000039,2019-05-07,700.0,5604.65,0.4959,5,4,0,0
CRHIST0000135,CUST0000039,2020-03-19,707.0,1490.71,0.2337,5,1,0,0
CRHIST0000136,CUST0000039,2021-03-05,715.0,148.36,0.0169,8,2,0,0
CRHIST0000137,CUST0000040,2021-02-09,714.0,7010.35,0.2729,3,4,0,1
CRHIST0000138,CUST0000040,2021-04-28,722.0,8923.12,0.3681,6,1,0,1
CRHIST0000139,CUST0000040,2021-11-09,715.0,13632.05,0.7696,2,3,0,1
CRHIST0000140,CUST0000040,2022-09-24,725.0,3894.66,0.2197,7,1,0,1
CRHIST0000141,CUST0000040,2022-12-02,731.0,5128.29,0.1634,2,0,0,1
CRHIST0000142,CUST0000041,2022-05-29,713.0,5068.62,0.409,2,3,0,0
CRHIST0000143,CUST0000042,2022-04-24,686.0,5747.94,0.5928,2,3,0,2
CRHIST0000144,CUST0000042,2023-10-09,675.0,223.93,0.0108,4,3,0,2
CRHIST0000145,CUST0000042,2024-01-01,690.0,2705.28,0.1257,3,0,0,2
CRHIST0000146,CUST0000043,2020-02-18,516.0,200.84,0.2384,7,1,0,0
CRHIST0000147,CUST0000043,2020-10-16,543.0,994.4,0.7051,9,2,0,0
CRHIST0000148,CUST0000043,2020-11-26,558.0,817.68,0.5147,3,1,0,1
CRHIST0000149,CUST0000044,2021-01-26,679.0,,0.4934,3,4,0,0
CRHIST0000150,CUST0000045,2020-09-19,770.0,14723.46,0.4465,1,0,0,0
CRHIST0000151,CUST0000046,2023-05-17,666.0,1364.94,0.1915,2,3,0,0
CRHIST0000152,CUST0000046,2023-06-16,673.0,1733.54,0.1916,2,1,0,0
CRHIST0000153,CUST0000046,2023-12-27,651.0,2768.58,0.2758,4,2,0,0
CRHIST0000154,CUST0000046,2024-02-17,656.0,4436.72,0.7491,4,1,0,0
CRHIST0000155,CUST0000046,2024-03-09,641.0,3715.38,0.4914,3,2,0,0
CRHIST0000156,CUST0000046,2024-12-23,650.0,3863.54,0.5519,6,0,0,0
CRHIST0000157,CUST0000047,2024-03-19,711.0,5885.23,0.1988,0,1,0,0
CRHIST0000158,CUST0000047,2024-11-12,706.0,4579.98,0.3593,3,4,0,0
CRHIST0000159,CUST0000047,2025-01-17,708.0,14319.66,0.4335,2,2,0,0
CRHIST0000160,CUST0000047,2025-01-18,728.0,5553.1,0.2708,1,2,0,0
CRHIST0000161,CUST0000048,2022-07-19,675.0,1853.19,0.2204,1,4,0,0
CRHIST0000162,CUST0000048,2022-09-10,684.0,2658.65,0.2055,5,3,0,0
CRHIST0000163,CUST0000049,2023-08-04,681.0,3385.15,0.3098,1,2,0,0
CRHIST0000164,CUST0000050,2020-08-31,673.0,3440.73,0.3594,4,2,0,0
CRHIST0000165,CUST0000050,2021-02-09,675.0,7617.29,0.5528,9,3,0,0
CRHIST0000166,CUST0000051,2025-07-16,778.0,0.0,0.0,1,2,0,2
CRHIST0000167,CUST0000051,2025-07-24,772.0,17022.48,0.4201,2,0,0,2
CRHIST0000168,CUST0000052,2019-04-10,655.0,2413.53,0.1964,4,2,0,0
CRHIST0000169,CUST0000052,2020-05-21,638.0,14020.86,0.4061,2,3,0,0
CRHIST0000170,CUST0000052,2021-09-02,627.0,11286.65,0.4393,0,2,0,0
CRHIST0000171,CUST0000052,2021-11-15,610.0,6576.94,0.2126,6,0,0,0
CRHIST0000172,CUST0000053,2022-12-22,656.0,4632.19,0.621,5,2,0,0
CRHIST0000173,CUST0000053,2023-01-18,644.0,5994.53,0.7718,4,0,0,0
CRHIST0000174,CUST0000053,2024-01-20,649.0,1680.83,0.1101,4,1,0,0
CRHIST0000175,CUST0000054,2021-08-05,743.0,2564.9,0.1487,1,2,0,0
CRHIST0000176,CUST0000054,2021-08-24,750.0,7416.16,0.2392,2,3,0,0
CRHIST0000177,CUST0000054,2022-07-10,737.0,16332.13,0.5675,5,1,0,0
CRHIST0000178,CUST0000055,2022-08-19,592.0,3377.61,0.6108,5,3,0,0
CRHIST0000179,CUST0000055,2023-08-01,587.0,2025.71,0.4134,6,1,0,0
CRHIST0000180,CUST0000055,2023-10-28,612.0,4082.75,0.6123,5,3,0,0
CRHIST0000181,CUST0000055,2024-06-30,611.0,1742.77,0.4053,2,1,0,0
CRHIST0000182,CUST0000055,2024-08-10,603.0,1397.95,0.4577,5,5,0,0
CRHIST0000183,CUST0000055,2025-02-26,607.0,764.53,0.1511,3,1,0,1
CRHIST0000184,CUST0000056,2023-03-16,676.0,7012.31,0.2618,2,1,0,0
CRHIST0000185,CUST0000056,2023-12-20,681.0,1742.3,0.0768,5,2,0,0
CRHIST0000186,CUST0000057,2024-03-20,739.0,4997.97,0.2751,2,2,0,0
CRHIST0000187,CUST0000057,2024-07-25,725.0,2237.17,0.2377,1,4,0,0
CRHIST0000188,CUST0000057,2024-12-02,723.0,104.14,0.0059,4,1,0,0
CRHIST0000189,CUST0000057,2025-02-22,731.0,3999.7,0.2318,2,1,0,0
CRHIST0000190,CUST0000058,2026-02-10,675.0,2792.57,0.2251,5,4,0,0
CRHIST0000191,CUST0000058,2026-03-13,663.0,7137.08,0.3369,1,2,0,0
CRHIST0000192,CUST0000058,2026-03-25,647.0,1017.22,0.0531,1,1,0,0
CRHIST0000193,CUST0000059,2023-09-17,666.0,2505.17,0.2936,7,3,0,0
CRHIST0000194,CUST0000059,2024-07-09,660.0,433.51,0.0472,0,0,0,1
CRHIST0000195,CUST0000060,2020-12-21,647.0,6592.04,0.5328,1,1,0,0
CRHIST0000196,CUST0000061,2023-03-17,722.0,17503.29,0.4247,4,1,0,0
CRHIST0000197,CUST0000062,2022-12-20,789.0,8735.89,0.2414,3,2,0,0
CRHIST0000198,CUST0000063,2025-08-21,714.0,2069.58,0.1789,6,3,0,1
CRHIST0000199,CUST0000063,2025-08-30,730.0,4435.17,0.34,2,3,0,1
CRHIST0000200,CUST0000063,2025-10-12,698.0,3355.24,0.2066,1,2,0,1
CRHIST0000201,CUST0000063,2026-01-01,700.0,2307.5,0.2858,5,1,0,1
CRHIST0000202,CUST0000063,2026-01-05,692.0,3501.28,0.5503,4,5,0,1
CRHIST0000203,CUST0000064,2024-02-15,592.0,830.24,0.4161,7,1,0,0
CRHIST0000204,CUST0000064,2024-06-08,614.0,512.45,0.5323,4,1,0,0
CRHIST0000205,CUST0000065,2025-09-06,735.0,5041.87,0.1748,3,1,0,0
CRHIST0000206,CUST0000065,2025-10-15,716.0,16566.48,0.5979,5,1,0,0
CRHIST0000207,CUST0000065,2025-12-29,751.0,11633.23,0.4371,3,3,0,0
CRHIST0000208,CUST0000066,2023-12-27,656.0,3449.66,0.452,4,4,0,0
CRHIST0000209,CUST0000066,2024-02-22,,5055.49,0.4643,5,2,0,0
CRHIST0000210,CUST0000066,2024-07-31,673.0,3982.84,0.4281,3,0,0,0
CRHIST0000211,CUST0000066,2025-05-29,677.0,7109.37,0.5733,2,3,0,0
CRHIST0000212,CUST0000066,2025-06-17,703.0,2585.95,0.3667,2,4,0,0
CRHIST0000213,CUST0000066,2025-07-18,671.0,6368.98,0.6061,3,2,0,0
CRHIST0000214,CUST0000067,2023-12-02,685.0,10716.67,0.2088,3,1,0,0
CRHIST0000215,CUST0000068,2021-08-19,692.0,6146.4,0.3197,2,2,0,0
CRHIST0000216,CUST0000068,2022-01-03,691.0,4854.68,0.4523,2,0,0,0
CRHIST0000217,CUST0000069,2021-02-13,787.0,3909.39,0.185,6,4,0,0
CRHIST0000218,CUST0000069,2021-02-28,794.0,1819.93,0.0742,2,2,0,0
CRHIST0000219,CUST0000069,2022-02-06,798.0,8404.89,0.6028,3,2,0,0
CRHIST0000220,CUST0000069,2022-02-24,820.0,5953.95,0.2463,0,4,0,0
CRHIST0000221,CUST0000070,2019-11-15,664.0,6553.04,0.341,4,2,0,0
CRHIST0000222,CUST0000070,2020-02-24,662.0,10263.69,0.3085,1,2,0,0
CRHIST0000223,CUST0000070,2020-04-07,627.0,2861.53,0.1461,6,1,0,0
CRHIST0000224,CUST0000071,2023-03-17,670.0,4836.01,0.3701,3,2,0,0
CRHIST0000225,CUST0000071,2023-08-29,676.0,2204.41,0.1899,5,3,0,0
CRHIST0000226,CUST0000072,2026-01-18,700.0,19318.98,0.724,2,3,0,0
CRHIST0000227,CUST0000072,2026-02-01,699.0,2876.55,0.1352,1,3,0,0
CRHIST0000228,CUST0000072,2026-02-08,722.0,2854.42,0.2553,4,4,0,0
CRHIST0000229,CUST0000072,2026-02-23,709.0,4179.1,0.1541,2,2,0,0
CRHIST0000230,CUST0000072,2026-04-01,706.0,7351.38,0.2668,1,4,0,2
CRHIST0000231,CUST0000072,2026-05-16,708.0,1891.75,0.1706,4,2,0,2
CRHIST0000232,CUST0000072,2026-06-12,684.0,12646.47,0.4482,1,0,0,2
CRHIST0000233,CUST0000073,2019-12-21,645.0,4072.84,0.4997,1,3,0,0
CRHIST0000234,CUST0000073,2020-06-22,640.0,3971.81,0.5162,4,1,0,0
CRHIST0000235,CUST0000073,2021-11-06,640.0,4527.71,0.5705,5,3,0,0
CRHIST0000236,CUST0000073,2022-12-19,629.0,1857.05,0.2713,5,3,0,0
CRHIST0000237,CUST0000073,2023-05-05,630.0,3123.06,0.3185,5,3,0,0
CRHIST0000238,CUST0000074,2026-04-30,698.0,6290.01,0.3589,4,1,0,0
CRHIST0000239,CUST0000074,2026-05-07,688.0,5889.64,0.5486,1,0,0,0
CRHIST0000240,CUST0000075,2025-08-09,694.0,6034.06,0.6087,3,1,0,0
CRHIST0000241,CUST0000076,2022-05-28,647.0,16622.06,0.529,5,2,0,1
CRHIST0000242,CUST0000076,2022-08-02,647.0,21297.49,0.7007,6,2,0,3
CRHIST0000243,CUST0000076,2022-10-29,650.0,7625.33,0.3449,5,2,0,3
CRHIST0000244,CUST0000077,2022-04-01,603.0,2186.06,0.2281,3,2,0,0
CRHIST0000245,CUST0000077,2022-07-01,613.0,1344.53,0.3907,4,2,0,0
CRHIST0000246,CUST0000077,2023-01-07,628.0,4536.17,0.7765,2,3,0,0
CRHIST0000247,CUST0000078,2024-04-10,640.0,1074.58,0.2242,2,2,0,0
CRHIST0000248,CUST0000078,2024-04-18,637.0,5342.29,0.8941,5,2,0,1
CRHIST0000249,CUST0000078,2024-05-26,643.0,1012.81,0.4205,2,2,0,1
CRHIST0000250,CUST0000078,2024-11-03,629.0,1582.94,0.4541,3,1,0,1
CRHIST0000251,CUST0000078,2025-01-01,633.0,4467.56,0.6956,8,0,0,1
CRHIST0000252,CUST0000079,2025-08-21,713.0,10823.52,0.5808,4,1,0,0
CRHIST0000253,CUST0000079,2025-09-02,703.0,6052.76,0.2022,5,5,0,0
CRHIST0000254,CUST0000079,2025-09-08,703.0,6405.88,0.2963,3,3,0,0
CRHIST0000255,CUST0000079,2025-12-21,712.0,8770.94,0.5609,10,1,0,0
CRHIST0000256,CUST0000079,2025-12-31,706.0,3486.46,0.2248,1,1,0,2
CRHIST0000257,CUST0000079,2026-02-08,714.0,10579.65,0.3286,3,3,0,2
CRHIST0000258,CUST0000080,2019-07-31,661.0,3113.55,0.4436,5,1,0,0
CRHIST0000259,CUST0000080,2019-08-25,651.0,6576.43,0.6189,6,0,0,0
CRHIST0000260,CUST0000080,2019-12-15,673.0,871.82,0.1113,2,1,0,0
CRHIST0000261,CUST0000081,2023-01-22,681.0,5061.38,0.4032,7,2,0,0
CRHIST0000262,CUST0000081,2023-08-08,678.0,3840.12,0.5192,9,3,0,0
CRHIST0000263,CUST0000081,2023-10-24,690.0,0.0,0.0,0,3,0,0
CRHIST0000264,CUST0000081,2023-12-23,687.0,1935.8,0.2452,3,3,0,0
CRHIST0000265,CUST0000082,2019-09-21,584.0,13605.15,0.6545,3,3,0,0
CRHIST0000266,CUST0000082,2019-10-01,565.0,5312.53,0.6475,6,4,0,0
CRHIST0000267,CUST0000082,2020-07-10,560.0,2418.89,0.2197,5,3,0,1
CRHIST0000268,CUST0000082,2022-02-27,571.0,5317.29,0.7508,6,0,0,1
CRHIST0000269,CUST0000082,2022-07-27,565.0,12511.35,0.941,7,6,0,1
CRHIST0000270,CUST0000083,2024-03-02,713.0,512.12,0.0329,2,1,0,0
CRHIST0000271,CUST0000083,2024-03-02,721.0,3969.78,0.2726,0,4,0,0
CRHIST0000272,CUST0000083,2024-06-15,706.0,5332.16,0.3071,4,2,0,0
CRHIST0000273,CUST0000084,2019-10-09,712.0,5638.34,0.1963,2,2,0,0
CRHIST0000274,CUST0000085,2022-04-01,708.0,19112.48,0.688,4,3,0,0
CRHIST0000275,CUST0000086,2024-10-10,720.0,7669.53,0.3412,1,1,0,0
CRHIST0000276,CUST0000086,2025-03-20,703.0,2768.23,0.1643,2,5,0,0
CRHIST0000277,CUST0000086,2025-03-22,702.0,10695.44,0.4541,6,0,0,0
CRHIST0000278,CUST0000087,2024-12-05,673.0,2067.39,0.1633,1,1,0,0
CRHIST0000279,CUST0000087,2025-01-03,668.0,3930.04,0.3192,5,1,0,0
CRHIST0000280,CUST0000088,2021-02-03,639.0,4297.22,0.4382,2,1,0,0
CRHIST0000281,CUST0000088,2021-06-22,629.0,3324.84,0.3235,2,3,0,0
CRHIST0000282,CUST0000088,2021-11-08,618.0,5404.89,0.6277,6,0,0,0
CRHIST0000283,CUST0000089,2023-02-25,784.0,0.0,0.0,2,1,0,0
CRHIST0000284,CUST0000089,2023-07-26,797.0,5559.24,0.2983,2,0,0,0
CRHIST0000285,CUST0000089,2023-10-15,797.0,12118.07,0.2919,3,1,0,0
CRHIST0000286,CUST0000090,2020-11-06,668.0,1695.43,0.1634,2,4,0,0
CRHIST0000287,CUST0000090,2022-04-30,679.0,3127.79,0.284,3,2,0,0
CRHIST0000288,CUST0000090,2022-05-25,683.0,2876.0,0.1903,6,3,0,0
CRHIST0000289,CUST0000091,2024-02-27,649.0,3379.74,0.4327,4,0,0,0
CRHIST0000290,CUST0000092,2019-07-03,633.0,7868.65,0.3677,3,0,0,2
CRHIST0000291,CUST0000092,2019-09-27,,10264.36,0.5526,5,3,0,2
CRHIST0000292,CUST0000092,2020-07-19,636.0,7564.45,0.3194,4,1,0,2
CRHIST0000293,CUST0000093,2025-03-28,683.0,7988.66,0.4601,2,1,0,0
CRHIST0000294,CUST0000093,2025-04-16,698.0,12681.56,0.6485,3,1,0,0
CRHIST0000295,CUST0000093,2025-08-30,691.0,2792.68,0.2781,3,1,0,0
CRHIST0000296,CUST0000094,2019-05-18,695.0,645.12,0.0743,4,1,0,0
CRHIST0000297,CUST0000094,2019-06-23,691.0,7532.46,0.7189,3,0,0,0
CRHIST0000298,CUST0000095,2023-09-11,694.0,6719.34,0.5182,4,2,0,0
CRHIST0000299,CUST0000095,2023-11-12,-8.0,2811.34,0.1073,8,1,0,0
CRHIST0000300,CUST0000096,2022-03-10,698.0,11253.24,0.3977,5,0,1,0
CRHIST0000301,CUST0000096,2022-06-15,,5072.8,0.2166,1,2,1,0
CRHIST0000302,CUST0000097,2020-11-08,690.0,4810.93,0.4584,3,1,0,0
CRHIST0000303,CUST0000097,2021-01-02,680.0,1809.48,0.3538,3,1,0,0
CRHIST0000304,CUST0000097,2021-06-29,683.0,1033.41,0.1573,4,4,0,0
CRHIST0000305,CUST9665790,2023-12-18,682.0,313.5,0.0313,6,1,0,0
CRHIST0000306,CUST0000098,2023-03-05,741.0,6269.4,0.594,4,1,0,0
CRHIST0000307,CUST0000098,2023-05-11,731.0,3335.21,0.1549,4,2,0,0
CRHIST0000308,CUST0000099,2020-06-16,617.0,11056.32,0.6283,4,0,0,0
CRHIST0000309,CUST0000099,2020-10-07,609.0,8825.33,0.592,4,2,0,1
